id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-lang:botania:botania.page.enderEyeBlock1	sha256:bdf3c9907bdccdf670f7e0531ee53279848e6a61f012c930c922671f6720b641	MY BRAND	МОЙ БРЕНД!	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.page.enderHand0	sha256:516a370962aae1d450844f746d333e59c631c2f109f93be981ace43818a028ec	The $(item)Hand of Ender$(0) allows its user to access their interdimensional Ender subspace pocket; in other words, their $(item)Ender Chest$(0) inventory. Said inventory can be opened with some $(thing)Mana$(0) by right-clicking with the Hand, no matter the place.$(p)Using the hand on another player will use substantially more $(thing)Mana$(0), but will open $(o)their$() inventory instead.	$(item)Рука Края$(0) позволяет получить доступ к силовым полям меж измерений, другими словами, доступ к инвентарю $(item)Эндер-сундука$(0). Доступ можно получить из любого места лишь щелчкнув ПКМ, при этом будет потрачено немного $(thing)Маны$(0). $(p)Использование $(item)Руки края$(0) на другого игрока, откроет его инвентарь вместо вашего, при этом $(thing)Маны$(0) потребуется гораздо больше.	CHANGE	$(item)Рука Края$(0) открывает владельцу межпространственный карман Энда, то есть инвентарь его $(item)Эндер-сундука$(0). Нажмите ПКМ с рукой где угодно, потратив немного $(thing)Маны$(0), чтобы открыть этот инвентарь.$(p)Применение руки к другому игроку расходует гораздо больше $(thing)Маны$(0), зато открывает $(o)его$() инвентарь.	Исправлен неясный машинный перевод.	335	277	0.827
patchouli-lang:botania:botania.page.enderHand1	sha256:b5c845eedb5036534aaabf0251ee29ec9791378bde3a40ccde6e430c4b8077e3	It's like the 5G of Ender Chests	Это как 4G для Эндер-сундука	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	28		
patchouli-lang:botania:botania.page.enderHand2	sha256:f7c6a88715724d19ba8be2b1da26bf5396a424ff3b4a37c59e258a5943320f12	Furthermore, a $(item)Hand of Ender$(0) automatically provides the $(l:tools/exchange_rod)$(item)Rod of the Shifting Crust$(0)$(/l) access to its user's $(item)Ender Chest$(0)'s contents, for a small $(thing)Mana$(0) cost per block.	$(item)Рука Края$(0) позволяет получить доступ к силовым полям меж измерений, другими словами, доступ к инвентарю $(item)Эндер-сундука$(0). Доступ можно получить из любого места шелчком ПКМ с рукой Края, при этом будет потрачено немного $(thing)Маны$(0).	CHANGE	Кроме того, $(item)Рука Края$(0) автоматически даёт $(l:tools/exchange_rod)$(item)Жезлу Обмена$(0)$(/l) доступ к содержимому $(item)Эндер-сундука$(0) владельца, расходуя немного $(thing)Маны$(0) за каждый блок.	Заменён ошибочно продублированный текст другой страницы.	220	137	0.623
patchouli-lang:botania:botania.page.endoflame0	sha256:bc38cbe1577b426894a0df256c32897d6c5c5e97bbb95fc17c70e3672230fdc4	The $(item)Endoflame$(0) is a very rudimentary $(thing)generating flower$(0); it'll absorb any combustible items or blocks dropped on the nearby vicinity, one at a time, and burn through them to generate a trickle of $(thing)Mana$(0).$(p)The amount of time it takes to burn through an item is roughly half of the time a $(item)Furnace$(0) would.	Пока используется $(item)Дневной цветок$(0) всё замечательно и хорошо, но Ботанику требуются более эффективные источники получения $(thing)маны$(0).$(p)$(item)Эндопламя$(0) делает именно это, оно поглощает любые горючие предметы или блоки брошенные поблизости (правда только по одному за раз) и сжигает их для пассивной генерации пока топливо не закончится.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	319		
patchouli-lang:botania:botania.page.endoflame1	sha256:797a2672a36c9e33dcde9fb039233657d4504c8eec898c8e79410c844ad5996c	There're a few small caveats though: the $(item)Endoflame$(0) will not burn anything that leave byproducts in $(item)Furnaces$(0) (e.g. $(item)Lava Buckets$(0), which leave $(item)Buckets$(0) behind).$(p)Furthermore, the flower can only burn around two $(item)Block of Coal$(0)s' worth of fuel at once. If any single fuel item with a longer burn time is used, its full efficiency will be lost.	Существует небольшой нюанс, $(item)Эндопламя$(0) не сжигает предметы, которые возвращают побочные продукты, например $(item)Ведро лавы$(0), которое возвращает $(item)Ведро$(0) как побочный продукт.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	164		
patchouli-lang:botania:botania.page.endoflame2	sha256:be67d31c26800e3de194317c4ff72ccc201499bb1729b3769ab93614aa8a6412	$(o)When arson becomes useful$().	$(o)Когда поджог становится полезным$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	33		
patchouli-lang:botania:botania.page.endoflame3	sha256:18bf42ddf353cd3fa2289d1bbf1148308749c88fc6caf78a631372368191f4d8	As the $(item)Endoflame$(0) is often a botanist's first foray into proper automatable $(thing)Generating Flora$(0), it shouldn't be run manually forever. As the flower requires dropped items, an $(l:devices/open_crate)$(item)Open Crate$(0)$(/l) (found in the $(thing)Natural Apparatus$(0) section of this book) and some sort of output limiter (a timer or pressure plate) would be ideal for it.	Поскольку $(item)Эндопламя$(0) часто является первым набегом ботаника на надлежащую автоматическую $(thing)Активную Генерирующую Флору$(0), лучше не оставлять его для ручного использования навсегда. Поскольку цветок требует сброшенных предметов, идеально подходит для него и $(item)Открытый ящик$(0) (который вы можете найти в разделе $(thing)Природные приборы$(0)), и какой-то ограничивающий механизм (таймер или нажимная пластина).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	387		
patchouli-lang:botania:botania.page.entropinnyum0	sha256:f0cd8bfe2d301b502b1606090d76251c2c8e2183a4020c0726074258998c9a91	To generate a blast of $(thing)Mana$(0), in fact, a blast might be required. Igniting a block of $(item)TNT$(0) on dry land near an $(item)Entropinnyum$(0) will have the latter absorb all the entropy generated by the blast, converting it into $(thing)Mana$(0) and nullifying any damage in the process. However, to absorb the explosion, the flower must not have any $(thing)Mana$(0) stored in it-- otherwise, explosions as usual.	Для получения взрыва $(thing)Маны$(0), возможно, потребуется что-нибудь взорвать.$(p)Запалив блок $(item)ТНТ$(0) рядом с $(item)Энтропиннумом$(0), цветок поглотит всю энергию взрыва, создав при этом много $(thing)Маны$(0) и обнулит весь потенциальный урон от взрыва. Чтобы поглотить взрыв динамита цветок не должен иметь запасов $(thing)Маны$(0), иначе взрыв не будет поглощен и нанесёт урон окружающим блокам.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	348		
patchouli-lang:botania:botania.page.entropinnyum1	sha256:c93e77c4afb139b8836453b3e567c35ef620e7cff852b1a6a60685d00459d856	$(o)Cool guys don't look at explosions$().	$(o)Крутые парни не смотрят на взрывы$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	34		
patchouli-lang:botania:botania.page.entropinnyum2	sha256:9a9418ca0a2a5ba77095dc086518dc122f6b9dac8a4b412a995d185bae6a0d8f	Note that the Entropinnyum has taken a liking to $(o)ethically-sourced$() TNT, produced by natural means. Feeding the flower unethically-sourced (for example, duplicated) TNT will incur a severe efficiency loss.	Обратите внимание, что Энтропинниум предпочитает $(o)этично добытый$() динамит, произведённый естественным образом. Если кормить цветок неэтично добытым (например, дюпнутым) динамитом, это приведёт к значительной потере эффективности.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	227		
patchouli-lang:botania:botania.page.exchangeRod0	sha256:ea7f55da61ad71b5f2f63e4cc34265b4c9ff225363501c9ddb60d908fb683eec	The $(item)Rod of the Shifting Crust$(0) is a magical device with the ability to swap blocks in the world at very high speeds. To set up the rod, sneak-right click a block to select it.$(p)After a block is selected, punching any other block in the world with the rod will use $(thing)Mana$(0) to swap it for the selected block (assuming the latter is present in the user's inventory).	$(item)Жезл Обмена$(0) - это волшебное устройство с возможностью замены блоков в мире на очень быстрых скоростях. Чтобы достичь этого, сначала нужно выбрать блок для обмена, это делается нажатием ПКМ по нужному блоку в мире. После того, как этот блок выбран, щелчок ЛКМ по любому другому блоку в мире поменяет его на выбранный, если выбранный блок присутствует в Вашем инвентаре.	CHANGE	$(item)Жезл Обмена$(0) быстро заменяет блоки в мире. Чтобы настроить его, присядьте и нажмите ПКМ по блоку, чтобы выбрать его.$(p)Затем ударьте жезлом по другому блоку: за $(thing)Ману$(0) он заменится выбранным блоком, если тот есть в инвентаре.	Убраны кальки и грамматические ошибки; восстановлены смысл и разметка английского источника.	368	219	0.595
patchouli-lang:botania:botania.page.exchangeRod1	sha256:52d64fead81b220073ca40260ee5f82e7a7eb691256dcfc5a863e7ae16ef985b	Right-clicking a block in the world will perform a larger transformation, swapping all highlighted blocks with the selected one. Blocks being placed (obviously) come from the user's inventory, and require $(thing)Mana$(0) for placement. Only proper, full-sized blocks can be used for this swap-- no flowers, torches, or other shenanigans of that sort, though slabs are fine.$(p)Very hard blocks may consume more $(thing)Mana$(0) to be replaced.	Щелчок ПКМ на блоке в мире начнет большее преобразование, которое поменяет все выделенные блоки на выбранный. Для этого обмена можно использовать только правильные, полноразмерные блоки(Нельзя использовать плиты, факела и т.д.). Эта возможность потребляет $(thing)Ману$(0) из Вашего инвентаря.	CHANGE	Нажатие ПКМ по блоку запускает большую замену: все выделенные блоки заменятся выбранным. Блоки берутся из инвентаря и требуют $(thing)Ману$(0). Подходят только обычные полные блоки: нельзя использовать цветы, факелы и подобное, но плиты можно.$(p)На замену очень твёрдых блоков может уйти больше $(thing)Маны$(0).	Убраны кальки и грамматические ошибки; восстановлены смысл и разметка английского источника.	281	285	1.014
patchouli-lang:botania:botania.page.exchangeRod2	sha256:10b9428daf9bcc73361496c107a9ba4c7035344b42fb897c09ab70031df0d826	Other rods or devices can supply blocks to the $(item)Rod of the Shifting Crust$(0).$(p)For example, a $(l:tools/dirt_rod)$(item)Rod of the Lands$(0)$(/l) in a user's inventory will provide their $(item)Rod of the Shifting Crust$(0) with an endless supply of $(item)Dirt$(0) (assuming sufficient $(thing)Mana$(0) to conjure each dirt block, of course).$(p)If replacing a cubical area is not desired, using the $(l:tools/temperance_stone)$(item)Stone of Temperance$(0)$(/l) can reduce it to a plane of blocks.	Другие жезлы или устройства могут быть использованы для увеличения мощности $(item)Жезла обмена$(0).$(p)Например, наличие $(item)Жезла земель$(0) в Вашем инвентаре обеспечивает $(item)Жезл Обмена$(0) бесконечным запасом $(item)Земли$(0), но не стоит забывать про потребление $(item)Маны$(0)!	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	232		
patchouli-lang:botania:botania.page.exchangeRod3	sha256:e1521a0346ae132f5027191db4dcfc6c7b6c02b8024dfeb2039ea4b83b4331cd	Bootlegged equal trade	Это на то и то на это!	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	22		
patchouli-lang:botania:botania.page.exoflame0	sha256:535ed655df4e456103e429f4c685ce755053707ddabceb314dd80b375292ec08	Conversely to its $(thing)Generating$(0) counterpart, the $(item)Exoflame$(0) uses $(thing)Mana$(0) to generate heat.$(p)Any $(item)Furnaces$(0) near an active $(item)Exoflame$(0) are fueled and given a speed boost.	В отличие от своего генерирующего аналога, $(item)Экзопламя$(0) поглощает $(thing)ману$(0) для генерации тепла.$(p)Любые $(item)печи$(0) находящиеся рядом с $(item)Экзопламенем$(0) будут заправлены магическим топливом, и получат бонус к эффективности.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	202		
patchouli-lang:botania:botania.page.exoflame1	sha256:721b90ebbb743ad828d45d596eca93c31fa1a3465180a90e1e30b6710cf8db2b	$(o)But we should be going nowhere fast$().	$(o)Но мы должны идти никуда быстро$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	32		
patchouli-lang:botania:botania.page.fIntro0	sha256:fa716d5b225168924936973acf729f5c0d0f2e6ab7ebc2475fcc9d0fed3a900f	There are myriad uses for the $(thing)Mana$(0) a botanist generates, notably as the fuel for an assortment of $(thing)Functional Flora$(0).$(p)These flowers will drain $(thing)Mana$(0) from a nearby $(l:mana/pool)$(item)Mana Pool$(0)$(/l) into themselves to perform their respective functions.$(p)Note that flowers can't receive power directly through $(l:mana/spreader)$(item)Mana Spreaders$(0)$(/l).	Существуют различные места, в которых можно использовать $(thing)Maну$(0), собранную ботаником, одно из них - ассортимент $(thing)Функиональных Цветов$(0).$(p)Эти цветы будут высасывать $(thing)Ману$(0) из ближайших $(item)Бассейнов Маны$(0), чтобы выполнить задачу, для которой они были созданы.$(p)Стоит отметить, что они не могут получать энергию непосредственно через $(item)Распространители Маны$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	339		
patchouli-lang:botania:botania.page.fIntro1	sha256:5b14b28d12b2cbeacdd31f9ba6944fe0b752caf4e72baffd8a043a5e2b94e608	All $(thing)Functional Flora$(0), just like $(thing)Generating Flora$(0), contain a small buffer of $(thing)Mana$(0).	Все $(thing)Функциональные Цветы$(0), также как и $(thing)Генерирующие Цветы$(0) содержат небольшое хранилище $(thing)Маны$(0).$(p)Для этих цветов также используются обычные правила чтения количества $(thing)Маны$(0): щелчок ПКМ с $(item)Посохом Леса$(0) обновит данные о количестве маны.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	225		
patchouli-lang:botania:botania.page.fIntro2	sha256:d8bad0cca25416f2359c40c414fc70fce9f83b5ca467f2807e362e461487bfc4	Flowers bind to only one $(l:mana/pool)$(item)Mana Pool$(0)$(/l) at a time. When placed, they'll bind to the nearest pool (or the closest placed afterward, if none were in range), and should be re-bound with a wand in $(thing)Bind Mode$(0).	Важно иметь в виду, что эти цветы запоминают $(item)Бассейн Маны$(0), из которого они черпают $(thing)Ману$(0). Они черпают ману только из ближайшего бассейна, к которому цветок был поставлен (или из ближайшего поставленного, после того как цветок был поставлен) и не из каких других, если конечно первый бассейн не был убран.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	303		
patchouli-lang:botania:botania.page.fIntro3	sha256:074f860eb0bebcd4dfaea7c2a2a240e9e1b5f7af4c8316fc000aedb3652c835a	Additionally, some functional flowers use a $(item)Redstone Root$(0) in their creation. These flowers' effects can be toggled with redstone signals.	Некоторые функциональные цветы используют $(item)Корень Редстоуна$(0) в рецепте изготовления. Если это так, то эффект цветка может переключаться сигналом красного камня.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	158		
patchouli-lang:botania:botania.page.fIntro4	sha256:20498fd6567f8e779dae10feec64ed299210be5f52294df10a296ebc4561cad1	$(item)Redstone Root$(0) for Redstone Control	$(item)Корень Редстоуна$(0) для контроля красным камнем	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	44		
patchouli-lang:botania:botania.page.fallenKanade0	sha256:bddd70a1a13c173fe75f7f171dc3650144f555804447518e5f34c58a5091187a	The $(item)Fallen Kanade$(0) is a flower with angelic properties; it creates an aura of healing from $(thing)Mana$(0) to apply a regeneration effect to any $(thing)players$(0) and $(thing)tamed pets$(0) nearby.	$(item)Павший Канадэ$(0) это цветок с ангельскими свойствами. При использовании $(thing)маны$(0) из ближайшего $(thing)Бассейна маны$(0), он даст эффект регенерации любому ближайшему к нему $(thing)игроку$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	162		
patchouli-lang:botania:botania.page.fallenKanade1	sha256:aa54ef30b9e544ff70a4df7ca02647c2d08192c27654a7226cf62b39b891fe45	$(o)Hand Sonic, version four$().	$(o)Ручной Соник, четвёртая версия$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	31		
patchouli-lang:botania:botania.page.felPumpkin0	sha256:9ce91d78b709797e5450b460c7291dfeb82312da77c48e7aa20e729294a35ecb	A $(item)Fel Pumpkin$(0) is a demented infusion of a $(item)Pumpkin$(0) with the fel spirits of slain monsters. This vile pumpkin can be placed atop two $(item)Iron Bars$(0), as one would with snow blocks for a $(thing)Snow Golem$(0), to spawn a $(thing)Blaze$(0).$(p)$(thing)Blazes$(0) thusly spawned are somewhat fragile, and drop a smattering of $(item)Blaze Powder$(0) in place of a $(item)Blaze Rod$(0).	$(item)Оскверненная тыква$(0) - сумасшедшая инфузия $(item)Тыквы$(0) с душою духов убитых монстров. Эта мерзкая тыква должна быть размещена на двух прутьях в высоту, подобно тому, как блоки снега у $(item)Снежного голема$(0), чтобы породить $(item)Ифритов$(0). Из $(item)Ифритов$(0), порожденных этим методом, выпадает довольно приличное количество $(item)Огненного порошка$(0) вместо небольшой порции $(item)Жезлов ифрита$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	350		
patchouli-lang:botania:botania.page.felPumpkin1	sha256:1ca54e15b8fc101da3b0874ed8a4fe2b48728b79ef083caf3261ddf8cf2fa168	Spooky scary pumpkin	Чудовищная страшная тыква	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	25		
patchouli-lang:botania:botania.page.fireChakram0	sha256:449cd48b9ecbcf11b815fe7b1d504f18601c9c027d37247847f7a28a3b3113fd	$(item)Blaze Powder$(0) and $(l:alfhomancy/elf_resources)$(item)Pixie Dust$(0)$(/l), when applied to a $(l:tools/thorn_chakram)$(item)Thorn Chakram$(0)$(/l), turn the already potent weapon into a $(item)Flare Chakram$(0).$(p)The $(item)Flare Chakram$(0) works nearly the same as the original $(l:tools/thorn_chakram)$(item)Thorn Chakram$(0)$(/l), except it sets mobs on fire too. After all, you can't make bacon from just vegetable matter, can you?	$(item)Огненный порошок$(0) и $(item)Пыльца феи$(0), если их применить к $(l:tools/thorn_chakram)$(item)Шипастому чакраму$(0)$(/l), превращают и без того мощное оружие в $(item)Вспыхивающий чакрам$(0). $(item)Вспыхивающий чакрам$(0) работает почти так же, как и оригинальный $(item)Шипастый чакрам$(0), но при этом ещё и поджигает мобов. В конце концов, из одних только растений бекон не приготовишь, не так ли?	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	316		
patchouli-lang:botania:botania.page.fireChakram1	sha256:8c6b1eb078d09369c1b308ca17e6306e473060543d2a5a18f817d874b94c6b03	It's pretty lit	Она довольно освещен	CHANGE	Ну и жарко	Убраны кальки и грамматические ошибки; восстановлены смысл и разметка английского источника.	20	10	0.500
patchouli-lang:botania:botania.page.fireRod0	sha256:984df32ac3c90ec353ee3229dd8e63eddf48046f81635cb93ea92601b4c241e2	The $(item)Rod of the Hells$(0) contains the very essence of fire. When used on the ground, for a moderate $(thing)Mana$(0) cost, it'll summon a circle of fire that will burn anything within.$(p)The ring has a radius of about five blocks, and takes a small amount of time to spin up to full ferocity. Do note that, once ignited, the fire burns anything living in it, its own caster included.	$(item)Жезл Ада$(0) содержит эссенцию чистого огня. Используйте его на земле для создания круга огня, который подожжет всё внутри него. Жезл использует приличное количество $(thing)маны$(0).$(p)Круг огня имеет большой радиус и нужно немного времени, чтобы полность распространиться. Именно поэтому следует отметить, что пока огонь горит, горит и всё живое внутри него, включая самого игрока.	CHANGE	$(item)Жезл Ада$(0) содержит саму сущность огня. При использовании на земле за умеренную цену $(thing)Маны$(0) он создаёт огненное кольцо, сжигающее всё внутри.$(p)Радиус кольца — около пяти блоков; ему нужно немного времени, чтобы разгореться. Помните: огонь сжигает всё живое внутри, включая самого владельца.	Убраны кальки и грамматические ошибки; восстановлены смысл и разметка английского источника.	364	284	0.780
patchouli-lang:botania:botania.page.fireRod1	sha256:b326922d34de7c269dac2540e2533b4db8f010a600d4298a8e394ef9daeadd98	Through the fire and the flames	Через огонь и еще раз огонь	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	27		
patchouli-lang:botania:botania.page.fireRod2	sha256:e97bce220c3a2589cbc1ba54b1b29e6f79a1f1f28aed451cd5429021a000fcec	This rod can be given to a $(l:devices/avatar)$(item)Livingwood Avatar$(0)$(/l). An avatar holding one will continually use its own $(thing)Mana$(0) to maintain a ring of flame around itself.	Этот жезл может быть отдан знаку $(item)отему из жизнедерева$(0). Когда это будет сделано, это создаст аналогичное кольцо пламени, которое создает жезл при использовании. $(p)Этот процесс использует $(thing)Ману$(0) из тотема, и его можно отключить, применив к нему сигнал красного камня.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	261		
patchouli-lang:botania:botania.page.flasks0	sha256:60396e2fd512d38d9799aaef04220f90839fb4c3f06ccc6f3f53df4a03e67858	$(l:alfhomancy/elf_resources)$(item)Alfglass$(0)$(/l) seems to be a more malleable material than the typical $(l:mana/pool)$(item)Managlass$(0)$(/l) used for $(item)Vials$(0). A $(item)Flask$(0) fashioned from $(l:alfhomancy/elf_resources)$(item)Alfglass$(0)$(/l) seems to be the typical Elven container for $(thing)Brews$(0), holding six doses over the four a $(item)Vial$(0) does.	$(item)Эльфийское стекло$(0) кажется более малируемым, чем типичное $(item)Манастекло$(0), используемое для $(item)Пузырьков$(0). $(item)Колба$(0), сделанная с $(item)Эльфийского стекла$(0), является типичным эльфийским контейнером для $(thing)Варева$(0) и может содержать 6 доз одного варева, а не 4 как в $(item)Пузырьках$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	250		
patchouli-lang:botania:botania.page.flasks1	sha256:4442e5e38262cb054cede22e36677652e95eac1ab85e8fbd305621abd972cc43	While the ingredient cost to brew a particular brew in a $(item)Flask$(0) is the same, its $(thing)Mana$(0) cost is double that of a $(item)Vial$(0).$(p)Additionally, since the bottleneck of a $(item)Flask$(0) is larger than that of a $(item)Vial$(0), its contents can be drunk faster.	В то время как стоимость ингредиентов для варки в $(item)Колбе$(0) меньше, стоимость $(thing)Маны$(0) вдвое больше, чем у обычного $(item)Пузырька$(0). Наконец, учитывая, что у $(item)Колбы$(0) горлышко больше, чем у $(item)Пузырька$(0), содержимое будет попадать внутрь быстрее.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	223		
patchouli-lang:botania:botania.page.flasks2	sha256:74ee6a7c92cd7d525f8aa67f7542424e871f0806653f0f52923524d8a5552405	Get one under the bridge	Возьмите под мост	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	17		
patchouli-lang:botania:botania.page.flightTiara0	sha256:2a7c880e09c9add2fea61c6267c155cd44cba6713a12357a51e460f733d29328	The $(thing)Flügel$(0) were a race of god-slaying beings that once dominated these lands and possessed powers of three-dimensional flight.$(p)Among other things.$(p)While the $(thing)Flügel$(0) are now $(o)quite$() extinct, the $(item)Flügel Tiara$(0), fashioned from $(l:alfhomancy/gaia_ritual)$(item)Gaia Spirits$(0)$(/l), can use $(thing)Mana$(0) to replicate their power of flight.	$(thing)Флюгели$(0) были одним из доминирующих видов на земле. Сейчас эта богоподобная раса, которая обладала способностью полёта, вымерла.$(p)Используя $(item)Дух Гайи$(0), можно создать незначительную копию их былой власти, в форме $(item)Крылатой тиары флюгелей$(0), которая позволяет летать, используя $(thing)ману$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	273		
patchouli-lang:botania:botania.page.flightTiara1	sha256:9861df281ef41ae834282a811c6e32ca3a6123c64f8a726e38706312ce9beedb	Forty thousand books from another world	Сорок тысяч книг из другого мира	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	32		
patchouli-lang:botania:botania.page.flightTiara2	sha256:fe9c88f69ab5036fd78e04f68839cf29f4195e54d5916ccff091d31f8abf864b	Combining the $(item)Flügel Tiara$(0) with different types of $(item)Quartz$(0) will change the appearance of its wings: one style for each type of quartz.$(p)The recipes for the various types of quartz can be found under $(l:misc/decorative_blocks)$(thing)Decorative Blocks$(0)$(/l), and the $(thing)Elves$(0) will trade $(l:alfhomancy/elf_resources)$(item)Elven Quartz$(0)$(/l) for $(item)Nether Quartz$(0).	Комбинируя тиару с разными видами кварца, можно добавить ей разнообразные крылья для улучшения эстетического вида.$(p)Рецепты разных типов кварца вы найдёте в статье $(thing)Декоративные блоки$(0) в разделе $(l:misc/decorative_blocks)$(thing)Разное$(0)$(/l). $(item)Эльфийский кварц$(0) приобретается при торговле обычным $(item)Незер-кварцем$(0) с эльфами.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	275		
patchouli-lang:botania:botania.page.flightTiara3	sha256:afeddf7398e98c4c27c186c12a5c72a8ef5a23c0df239b7ec76695535f608028	Adding Wings (they can be changed at any time)	Добавление крыльев (они могут быть заменены в любое время)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	58		
patchouli-lang:botania:botania.page.flightTiara4	sha256:f25289b153f58b06e0a024ed0dc7127f2f21d670af100dcebff9da62e9822b6b	"This marvelous reproduction of ancient artifice isn't perfect, though: the tiara can't provide the power of flight indefinitely. If used for around thirty seconds consecutively, it'll ""overload"" and lose its ability to sustain flight.$(p)A ""flight bar"" is displayed on the HUD to monitor this usage."	"Однако эта замечательная репродукция древнего артефакта не совершенна: тиара не может обеспечивать полет бесконечно. Если использовать её непрерывно в течение примерно тридцати секунд, она ""перегрузится"" и потеряет способность поддерживать полет.$(p)""Шкала полета"" отображается в интерфейсе для контроля использования."	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	314		
patchouli-lang:botania:botania.page.flightTiara5	sha256:f98904c5642af43f3a2e7915dc983261992d365892ce9213f543ce5bc509d689	In addition to simple flight, the tiara grants its wearer the ability to $(thing)dash$(0) and $(thing)glide$(0). Dashing, by pressing [$(k:sprint)] without already sprinting, will boost its wearer forwards. Very quickly.$(p)Dashes can only be done every 2 seconds, and are disabled by an active $(l:tools/temperance_stone)$(item)Stone of Temperance$(0)$(/l).	Помимо простого полета, тиара предоставляет своему владельцу возможность $(thing)рывка$(0) и $(thing)планирования$(0). Рывок, выполняемый нажатием [$(k:sprint)] при отсутствии спринта, резко ускорит владельца вперед. Очень быстро.$(p)Рывок можно выполнять только раз в 2 секунды.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	240		
patchouli-lang:botania:botania.page.flightTiara6	sha256:4e28b1bad471a922bed28f43c9fd85361754da3b3475c99d0b15d36b36b33ecf	Gliding allows for a gentle descent to the ground that covers a decent horizontal distance as well, preventing fall damage in the process. To glide, simply sneak while falling.$(p)Gliding can be done even on an empty flight bar, but will slow its regeneration.	Планирование позволяет плавно спускаться на землю, покрывая при этом приличное горизонтальное расстояние и предотвращая урон от падения. Чтобы планировать, просто присядьте во время падения.$(p)Планирование можно выполнять даже при пустой шкале полета, но это замедлит её восстановление.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	283		
patchouli-lang:botania:botania.page.flowerBag0	sha256:3afa44a7a50e5893213ca9ea8687bce655da79fd025c698b43fd2a78cd59532a	The physical laws regarding $(thing)Inventories$(0) are somewhat skewed in our world. Thanks to that, carrying an array of different colors of flowers can turn out to be a major hassle. Luckily, a $(item)Flower Pouch$(0) takes care of all those issues. It stores up to one stack of each color of $(l:basics/flowers)$(item)Mystical Flower$(0)$(/l) and $(item)Tall Mystical Flower$(0), and passively catches any more that its holder picks up.	Физические законы, касающиеся $(thing)Инвентаря$(0), в нашем мире несколько искажены. Из-за этого перенос множества цветов различного цвета может оказаться серьезной проблемой. К счастью, $(item)Цветочный мешочек$(0) решает все эти проблемы. Он может хранить в себе до одного стака каждого цвета $(l:basics/flowers)$(item)Мистического Цветка$(0)$(/l), и пассивно забирать всё, что поднимает его обладатель.	CHANGE	Законы $(thing)инвентаря$(0) в нашем мире немного странные, поэтому носить цветы всех цветов бывает неудобно. $(item)Цветочный мешочек$(0) решает эту проблему: он хранит по стаку каждого цвета $(l:basics/flowers)$(item)Мистического цветка$(0)$(/l) и $(item)Высокого мистического цветка$(0), а также сам подбирает новые.	Исправлены смысловые потери, маркеры и неестественные формулировки.	348	250	0.718
patchouli-lang:botania:botania.page.flowerBag1	sha256:bb3b2bceea5617a31ea211b156fa452fce652ec0ba25116605d46a299de22f5c	It's about the same size on the inside (any colors work)	Внутри он примерно такого же размера (работают любые цвета)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	59		
