item_id	translation_key	en_us	ru_ru	status
minecraft:allium	block.minecraft.allium	Allium	Лук-батун	HAS_RU
minecraft:amethyst_block	block.minecraft.amethyst_block	Block of Amethyst	Аметистовый блок	HAS_RU
minecraft:amethyst_cluster	block.minecraft.amethyst_cluster	Amethyst Cluster	Аметистовая друза	HAS_RU
minecraft:amethyst_shard	item.minecraft.amethyst_shard	Amethyst Shard	Осколок аметиста	HAS_RU
minecraft:ancient_debris	block.minecraft.ancient_debris	Ancient Debris	Древние обломки	HAS_RU
minecraft:andesite	block.minecraft.andesite	Andesite	Андезит	HAS_RU
minecraft:andesite_slab	block.minecraft.andesite_slab	Andesite Slab	Андезитовая плита	HAS_RU
minecraft:andesite_stairs	block.minecraft.andesite_stairs	Andesite Stairs	Андезитовые ступеньки	HAS_RU
minecraft:andesite_wall	block.minecraft.andesite_wall	Andesite Wall	Андезитовая ограда	HAS_RU
minecraft:angler_pottery_sherd	item.minecraft.angler_pottery_sherd	Angler Pottery Sherd	Глиняный черепок «Рыбак»	HAS_RU
minecraft:anvil	block.minecraft.anvil	Anvil	Наковальня	HAS_RU
minecraft:apple	item.minecraft.apple	Apple	Яблоко	HAS_RU
minecraft:archer_pottery_sherd	item.minecraft.archer_pottery_sherd	Archer Pottery Sherd	Глиняный черепок «Лучник»	HAS_RU
minecraft:armor_stand	item.minecraft.armor_stand	Armor Stand	Стойка для брони	HAS_RU
minecraft:arms_up_pottery_sherd	item.minecraft.arms_up_pottery_sherd	Arms Up Pottery Sherd	Глиняный черепок «Руки вверх»	HAS_RU
minecraft:arrow	item.minecraft.arrow	Arrow	Стрела	HAS_RU
minecraft:axolotl_bucket	item.minecraft.axolotl_bucket	Bucket of Axolotl	Аксолотль в ведре	HAS_RU
minecraft:axolotl_spawn_egg	item.minecraft.axolotl_spawn_egg	Axolotl Spawn Egg	Яйцо призыва аксолотля	HAS_RU
minecraft:azalea	block.minecraft.azalea	Azalea	Азалия	HAS_RU
minecraft:azalea_leaves	block.minecraft.azalea_leaves	Azalea Leaves	Листья азалии	HAS_RU
minecraft:azure_bluet	block.minecraft.azure_bluet	Azure Bluet	Хаустония серая	HAS_RU
minecraft:baked_potato	item.minecraft.baked_potato	Baked Potato	Печёный картофель	HAS_RU
minecraft:bamboo	block.minecraft.bamboo	Bamboo	Бамбук	HAS_RU
minecraft:bamboo_block	block.minecraft.bamboo_block	Block of Bamboo	Блок бамбука	HAS_RU
minecraft:bamboo_button	block.minecraft.bamboo_button	Bamboo Button	Бамбуковая кнопка	HAS_RU
minecraft:bamboo_chest_raft	item.minecraft.bamboo_chest_raft	Bamboo Raft with Chest	Грузовой бамбуковый плот	HAS_RU
minecraft:bamboo_door	block.minecraft.bamboo_door	Bamboo Door	Бамбуковая дверь	HAS_RU
minecraft:bamboo_fence	block.minecraft.bamboo_fence	Bamboo Fence	Бамбуковый забор	HAS_RU
minecraft:bamboo_fence_gate	block.minecraft.bamboo_fence_gate	Bamboo Fence Gate	Бамбуковая калитка	HAS_RU
minecraft:bamboo_hanging_sign	block.minecraft.bamboo_hanging_sign	Bamboo Hanging Sign	Бамбуковая подвесная табличка	HAS_RU
minecraft:bamboo_mosaic	block.minecraft.bamboo_mosaic	Bamboo Mosaic	Бамбуковая мозаика	HAS_RU
minecraft:bamboo_mosaic_slab	block.minecraft.bamboo_mosaic_slab	Bamboo Mosaic Slab	Плита из бамбуковой мозаики	HAS_RU
minecraft:bamboo_mosaic_stairs	block.minecraft.bamboo_mosaic_stairs	Bamboo Mosaic Stairs	Ступеньки из бамбуковой мозаики	HAS_RU
minecraft:bamboo_planks	block.minecraft.bamboo_planks	Bamboo Planks	Бамбуковые доски	HAS_RU
minecraft:bamboo_pressure_plate	block.minecraft.bamboo_pressure_plate	Bamboo Pressure Plate	Бамбуковая нажимная плита	HAS_RU
minecraft:bamboo_raft	item.minecraft.bamboo_raft	Bamboo Raft	Бамбуковый плот	HAS_RU
minecraft:bamboo_sign	block.minecraft.bamboo_sign	Bamboo Sign	Бамбуковая табличка	HAS_RU
minecraft:bamboo_slab	block.minecraft.bamboo_slab	Bamboo Slab	Бамбуковая плита	HAS_RU
minecraft:bamboo_stairs	block.minecraft.bamboo_stairs	Bamboo Stairs	Бамбуковые ступеньки	HAS_RU
minecraft:bamboo_trapdoor	block.minecraft.bamboo_trapdoor	Bamboo Trapdoor	Бамбуковый люк	HAS_RU
minecraft:barrel	block.minecraft.barrel	Barrel	Бочка	HAS_RU
minecraft:barrier	block.minecraft.barrier	Barrier	Барьер	HAS_RU
minecraft:basalt	block.minecraft.basalt	Basalt	Базальт	HAS_RU
minecraft:bat_spawn_egg	item.minecraft.bat_spawn_egg	Bat Spawn Egg	Яйцо призыва летучей мыши	HAS_RU
minecraft:beacon	block.minecraft.beacon	Beacon	Маяк	HAS_RU
minecraft:bedrock	block.minecraft.bedrock	Bedrock	Бедрок	HAS_RU
minecraft:bee_nest	block.minecraft.bee_nest	Bee Nest	Пчелиное гнездо	HAS_RU
minecraft:bee_spawn_egg	item.minecraft.bee_spawn_egg	Bee Spawn Egg	Яйцо призыва пчелы	HAS_RU
minecraft:beef	item.minecraft.beef	Raw Beef	Сырая говядина	HAS_RU
minecraft:beehive	block.minecraft.beehive	Beehive	Улей	HAS_RU
minecraft:beetroot	item.minecraft.beetroot	Beetroot	Свёкла	HAS_RU
minecraft:beetroot_seeds	item.minecraft.beetroot_seeds	Beetroot Seeds	Семена свёклы	HAS_RU
minecraft:beetroot_soup	item.minecraft.beetroot_soup	Beetroot Soup	Свекольный суп	HAS_RU
minecraft:bell	block.minecraft.bell	Bell	Колокол	HAS_RU
minecraft:big_dripleaf	block.minecraft.big_dripleaf	Big Dripleaf	Большая бросянка	HAS_RU
minecraft:birch_boat	item.minecraft.birch_boat	Birch Boat	Берёзовая лодка	HAS_RU
minecraft:birch_button	block.minecraft.birch_button	Birch Button	Берёзовая кнопка	HAS_RU
minecraft:birch_chest_boat	item.minecraft.birch_chest_boat	Birch Boat with Chest	Берёзовая грузовая лодка	HAS_RU
minecraft:birch_door	block.minecraft.birch_door	Birch Door	Берёзовая дверь	HAS_RU
minecraft:birch_fence	block.minecraft.birch_fence	Birch Fence	Берёзовый забор	HAS_RU
minecraft:birch_fence_gate	block.minecraft.birch_fence_gate	Birch Fence Gate	Берёзовая калитка	HAS_RU
minecraft:birch_hanging_sign	block.minecraft.birch_hanging_sign	Birch Hanging Sign	Берёзовая подвесная табличка	HAS_RU
minecraft:birch_leaves	block.minecraft.birch_leaves	Birch Leaves	Берёзовые листья	HAS_RU
minecraft:birch_log	block.minecraft.birch_log	Birch Log	Берёзовое бревно	HAS_RU
minecraft:birch_planks	block.minecraft.birch_planks	Birch Planks	Берёзовые доски	HAS_RU
minecraft:birch_pressure_plate	block.minecraft.birch_pressure_plate	Birch Pressure Plate	Берёзовая нажимная плита	HAS_RU
minecraft:birch_sapling	block.minecraft.birch_sapling	Birch Sapling	Саженец берёзы	HAS_RU
minecraft:birch_sign	block.minecraft.birch_sign	Birch Sign	Берёзовая табличка	HAS_RU
minecraft:birch_slab	block.minecraft.birch_slab	Birch Slab	Берёзовая плита	HAS_RU
minecraft:birch_stairs	block.minecraft.birch_stairs	Birch Stairs	Берёзовые ступеньки	HAS_RU
minecraft:birch_trapdoor	block.minecraft.birch_trapdoor	Birch Trapdoor	Берёзовый люк	HAS_RU
minecraft:birch_wood	block.minecraft.birch_wood	Birch Wood	Берёза	HAS_RU
minecraft:black_banner	block.minecraft.black_banner	Black Banner	Чёрный флаг	HAS_RU
minecraft:black_bed	block.minecraft.black_bed	Black Bed	Чёрная кровать	HAS_RU
minecraft:black_candle	block.minecraft.black_candle	Black Candle	Чёрная свеча	HAS_RU
minecraft:black_carpet	block.minecraft.black_carpet	Black Carpet	Чёрный ковёр	HAS_RU
minecraft:black_concrete	block.minecraft.black_concrete	Black Concrete	Чёрный бетон	HAS_RU
minecraft:black_concrete_powder	block.minecraft.black_concrete_powder	Black Concrete Powder	Чёрный сухой бетон	HAS_RU
minecraft:black_dye	item.minecraft.black_dye	Black Dye	Чёрный краситель	HAS_RU
minecraft:black_glazed_terracotta	block.minecraft.black_glazed_terracotta	Black Glazed Terracotta	Чёрная глазурованная керамика	HAS_RU
minecraft:black_shulker_box	block.minecraft.black_shulker_box	Black Shulker Box	Чёрный шалкеровый ящик	HAS_RU
minecraft:black_stained_glass	block.minecraft.black_stained_glass	Black Stained Glass	Чёрное стекло	HAS_RU
minecraft:black_stained_glass_pane	block.minecraft.black_stained_glass_pane	Black Stained Glass Pane	Чёрная стеклянная панель	HAS_RU
minecraft:black_terracotta	block.minecraft.black_terracotta	Black Terracotta	Чёрная керамика	HAS_RU
minecraft:black_wool	block.minecraft.black_wool	Black Wool	Чёрная шерсть	HAS_RU
minecraft:blackstone	block.minecraft.blackstone	Blackstone	Чернит	HAS_RU
minecraft:blackstone_slab	block.minecraft.blackstone_slab	Blackstone Slab	Чернитная плита	HAS_RU
minecraft:blackstone_stairs	block.minecraft.blackstone_stairs	Blackstone Stairs	Чернитные ступеньки	HAS_RU
minecraft:blackstone_wall	block.minecraft.blackstone_wall	Blackstone Wall	Чернитная ограда	HAS_RU
minecraft:blade_pottery_sherd	item.minecraft.blade_pottery_sherd	Blade Pottery Sherd	Глиняный черепок «Клинок»	HAS_RU
minecraft:blast_furnace	block.minecraft.blast_furnace	Blast Furnace	Плавильная печь	HAS_RU
minecraft:blaze_powder	item.minecraft.blaze_powder	Blaze Powder	Огненный порошок	HAS_RU
minecraft:blaze_rod	item.minecraft.blaze_rod	Blaze Rod	Огненный стержень	HAS_RU
minecraft:blaze_spawn_egg	item.minecraft.blaze_spawn_egg	Blaze Spawn Egg	Яйцо призыва всполоха	HAS_RU
minecraft:blue_banner	block.minecraft.blue_banner	Blue Banner	Синий флаг	HAS_RU
minecraft:blue_bed	block.minecraft.blue_bed	Blue Bed	Синяя кровать	HAS_RU
minecraft:blue_candle	block.minecraft.blue_candle	Blue Candle	Синяя свеча	HAS_RU
minecraft:blue_carpet	block.minecraft.blue_carpet	Blue Carpet	Синий ковёр	HAS_RU
minecraft:blue_concrete	block.minecraft.blue_concrete	Blue Concrete	Синий бетон	HAS_RU
minecraft:blue_concrete_powder	block.minecraft.blue_concrete_powder	Blue Concrete Powder	Синий сухой бетон	HAS_RU
minecraft:blue_dye	item.minecraft.blue_dye	Blue Dye	Синий краситель	HAS_RU
minecraft:blue_glazed_terracotta	block.minecraft.blue_glazed_terracotta	Blue Glazed Terracotta	Синяя глазурованная керамика	HAS_RU
minecraft:blue_ice	block.minecraft.blue_ice	Blue Ice	Синий лёд	HAS_RU
minecraft:blue_orchid	block.minecraft.blue_orchid	Blue Orchid	Синяя орхидея	HAS_RU
minecraft:blue_shulker_box	block.minecraft.blue_shulker_box	Blue Shulker Box	Синий шалкеровый ящик	HAS_RU
minecraft:blue_stained_glass	block.minecraft.blue_stained_glass	Blue Stained Glass	Синее стекло	HAS_RU
minecraft:blue_stained_glass_pane	block.minecraft.blue_stained_glass_pane	Blue Stained Glass Pane	Синяя стеклянная панель	HAS_RU
minecraft:blue_terracotta	block.minecraft.blue_terracotta	Blue Terracotta	Синяя керамика	HAS_RU
minecraft:blue_wool	block.minecraft.blue_wool	Blue Wool	Синяя шерсть	HAS_RU
minecraft:bone	item.minecraft.bone	Bone	Кость	HAS_RU
minecraft:bone_block	block.minecraft.bone_block	Bone Block	Костный блок	HAS_RU
minecraft:bone_meal	item.minecraft.bone_meal	Bone Meal	Костная мука	HAS_RU
minecraft:book	item.minecraft.book	Book	Книга	HAS_RU
minecraft:bookshelf	block.minecraft.bookshelf	Bookshelf	Книжная полка	HAS_RU
minecraft:bow	item.minecraft.bow	Bow	Лук	HAS_RU
minecraft:bowl	item.minecraft.bowl	Bowl	Миска	HAS_RU
minecraft:brain_coral	block.minecraft.brain_coral	Brain Coral	Коралл-мозговик	HAS_RU
minecraft:brain_coral_block	block.minecraft.brain_coral_block	Brain Coral Block	Блок коралла-мозговика	HAS_RU
minecraft:brain_coral_fan	block.minecraft.brain_coral_fan	Brain Coral Fan	Веерный коралл-мозговик	HAS_RU
minecraft:bread	item.minecraft.bread	Bread	Хлеб	HAS_RU
minecraft:brewer_pottery_sherd	item.minecraft.brewer_pottery_sherd	Brewer Pottery Sherd	Глиняный черепок «Зельевар»	HAS_RU
minecraft:brewing_stand	item.minecraft.brewing_stand	Brewing Stand	Зельеварка	HAS_RU
minecraft:brick	item.minecraft.brick	Brick	Кирпич	HAS_RU
minecraft:brick_slab	block.minecraft.brick_slab	Brick Slab	Кирпичная плита	HAS_RU
minecraft:brick_stairs	block.minecraft.brick_stairs	Brick Stairs	Кирпичные ступеньки	HAS_RU
minecraft:brick_wall	block.minecraft.brick_wall	Brick Wall	Кирпичная ограда	HAS_RU
minecraft:bricks	block.minecraft.bricks	Bricks	Кирпичи	HAS_RU
minecraft:brown_banner	block.minecraft.brown_banner	Brown Banner	Коричневый флаг	HAS_RU
minecraft:brown_bed	block.minecraft.brown_bed	Brown Bed	Коричневая кровать	HAS_RU
minecraft:brown_candle	block.minecraft.brown_candle	Brown Candle	Коричневая свеча	HAS_RU
minecraft:brown_carpet	block.minecraft.brown_carpet	Brown Carpet	Коричневый ковёр	HAS_RU
minecraft:brown_concrete	block.minecraft.brown_concrete	Brown Concrete	Коричневый бетон	HAS_RU
minecraft:brown_concrete_powder	block.minecraft.brown_concrete_powder	Brown Concrete Powder	Коричневый сухой бетон	HAS_RU
minecraft:brown_dye	item.minecraft.brown_dye	Brown Dye	Коричневый краситель	HAS_RU
minecraft:brown_glazed_terracotta	block.minecraft.brown_glazed_terracotta	Brown Glazed Terracotta	Коричневая глазурованная керамика	HAS_RU
minecraft:brown_mushroom	block.minecraft.brown_mushroom	Brown Mushroom	Коричневый гриб	HAS_RU
minecraft:brown_mushroom_block	block.minecraft.brown_mushroom_block	Brown Mushroom Block	Блок коричневого гриба	HAS_RU
minecraft:brown_shulker_box	block.minecraft.brown_shulker_box	Brown Shulker Box	Коричневый шалкеровый ящик	HAS_RU
minecraft:brown_stained_glass	block.minecraft.brown_stained_glass	Brown Stained Glass	Коричневое стекло	HAS_RU
minecraft:brown_stained_glass_pane	block.minecraft.brown_stained_glass_pane	Brown Stained Glass Pane	Коричневая стеклянная панель	HAS_RU
minecraft:brown_terracotta	block.minecraft.brown_terracotta	Brown Terracotta	Коричневая керамика	HAS_RU
minecraft:brown_wool	block.minecraft.brown_wool	Brown Wool	Коричневая шерсть	HAS_RU
minecraft:brush	item.minecraft.brush	Brush	Кисть	HAS_RU
minecraft:bubble_coral	block.minecraft.bubble_coral	Bubble Coral	Пузырчатый коралл	HAS_RU
minecraft:bubble_coral_block	block.minecraft.bubble_coral_block	Bubble Coral Block	Блок пузырчатого коралла	HAS_RU
minecraft:bubble_coral_fan	block.minecraft.bubble_coral_fan	Bubble Coral Fan	Веерный пузырчатый коралл	HAS_RU
minecraft:bucket	item.minecraft.bucket	Bucket	Ведро	HAS_RU
minecraft:budding_amethyst	block.minecraft.budding_amethyst	Budding Amethyst	Цветущий аметист	HAS_RU
minecraft:bundle	item.minecraft.bundle	Bundle	Мешок	HAS_RU
minecraft:burn_pottery_sherd	item.minecraft.burn_pottery_sherd	Burn Pottery Sherd	Глиняный черепок «Пламя»	HAS_RU
minecraft:cactus	block.minecraft.cactus	Cactus	Кактус	HAS_RU
minecraft:cake	block.minecraft.cake	Cake	Торт	HAS_RU
minecraft:calcite	block.minecraft.calcite	Calcite	Кальцит	HAS_RU
minecraft:calibrated_sculk_sensor	block.minecraft.calibrated_sculk_sensor	Calibrated Sculk Sensor	Откалиброванный скалк-сенсор	HAS_RU
minecraft:camel_spawn_egg	item.minecraft.camel_spawn_egg	Camel Spawn Egg	Яйцо призыва верблюда	HAS_RU
minecraft:campfire	block.minecraft.campfire	Campfire	Костёр	HAS_RU
minecraft:candle	block.minecraft.candle	Candle	Свеча	HAS_RU
minecraft:carrot	item.minecraft.carrot	Carrot	Морковь	HAS_RU
minecraft:carrot_on_a_stick	item.minecraft.carrot_on_a_stick	Carrot on a Stick	Удочка с морковкой	HAS_RU
minecraft:cartography_table	block.minecraft.cartography_table	Cartography Table	Стол картографа	HAS_RU
minecraft:carved_pumpkin	block.minecraft.carved_pumpkin	Carved Pumpkin	Вырезанная тыква	HAS_RU
minecraft:cat_spawn_egg	item.minecraft.cat_spawn_egg	Cat Spawn Egg	Яйцо призыва кошки	HAS_RU
minecraft:cauldron	item.minecraft.cauldron	Cauldron	Котёл	HAS_RU
minecraft:cave_spider_spawn_egg	item.minecraft.cave_spider_spawn_egg	Cave Spider Spawn Egg	Яйцо призыва пещерного паука	HAS_RU
minecraft:chain	block.minecraft.chain	Chain	Цепь	HAS_RU
minecraft:chain_command_block	block.minecraft.chain_command_block	Chain Command Block	Последовательный командный блок	HAS_RU
minecraft:chainmail_boots	item.minecraft.chainmail_boots	Chainmail Boots	Кольчужные ботинки	HAS_RU
minecraft:chainmail_chestplate	item.minecraft.chainmail_chestplate	Chainmail Chestplate	Кольчуга	HAS_RU
minecraft:chainmail_helmet	item.minecraft.chainmail_helmet	Chainmail Helmet	Койф	HAS_RU
minecraft:chainmail_leggings	item.minecraft.chainmail_leggings	Chainmail Leggings	Кольчужные поножи	HAS_RU
minecraft:charcoal	item.minecraft.charcoal	Charcoal	Древесный уголь	HAS_RU
minecraft:cherry_boat	item.minecraft.cherry_boat	Cherry Boat	Вишнёвая лодка	HAS_RU
minecraft:cherry_button	block.minecraft.cherry_button	Cherry Button	Вишнёвая кнопка	HAS_RU
minecraft:cherry_chest_boat	item.minecraft.cherry_chest_boat	Cherry Boat with Chest	Вишнёвая грузовая лодка	HAS_RU
minecraft:cherry_door	block.minecraft.cherry_door	Cherry Door	Вишнёвая дверь	HAS_RU
minecraft:cherry_fence	block.minecraft.cherry_fence	Cherry Fence	Вишнёвый забор	HAS_RU
minecraft:cherry_fence_gate	block.minecraft.cherry_fence_gate	Cherry Fence Gate	Вишнёвая калитка	HAS_RU
minecraft:cherry_hanging_sign	block.minecraft.cherry_hanging_sign	Cherry Hanging Sign	Вишнёвая подвесная табличка	HAS_RU
minecraft:cherry_leaves	block.minecraft.cherry_leaves	Cherry Leaves	Вишнёвые листья	HAS_RU
minecraft:cherry_log	block.minecraft.cherry_log	Cherry Log	Вишнёвое бревно	HAS_RU
minecraft:cherry_planks	block.minecraft.cherry_planks	Cherry Planks	Вишнёвые доски	HAS_RU
minecraft:cherry_pressure_plate	block.minecraft.cherry_pressure_plate	Cherry Pressure Plate	Вишнёвая нажимная плита	HAS_RU
minecraft:cherry_sapling	block.minecraft.cherry_sapling	Cherry Sapling	Саженец вишни	HAS_RU
minecraft:cherry_sign	block.minecraft.cherry_sign	Cherry Sign	Вишнёвая табличка	HAS_RU
minecraft:cherry_slab	block.minecraft.cherry_slab	Cherry Slab	Вишнёвая плита	HAS_RU
minecraft:cherry_stairs	block.minecraft.cherry_stairs	Cherry Stairs	Вишнёвые ступеньки	HAS_RU
minecraft:cherry_trapdoor	block.minecraft.cherry_trapdoor	Cherry Trapdoor	Вишнёвый люк	HAS_RU
minecraft:cherry_wood	block.minecraft.cherry_wood	Cherry Wood	Вишня	HAS_RU
minecraft:chest	block.minecraft.chest	Chest	Сундук	HAS_RU
minecraft:chest_minecart	item.minecraft.chest_minecart	Minecart with Chest	Грузовая вагонетка	HAS_RU
minecraft:chicken	item.minecraft.chicken	Raw Chicken	Сырая курица	HAS_RU
minecraft:chicken_spawn_egg	item.minecraft.chicken_spawn_egg	Chicken Spawn Egg	Яйцо призыва курицы	HAS_RU
minecraft:chipped_anvil	block.minecraft.chipped_anvil	Chipped Anvil	Повреждённая наковальня	HAS_RU
minecraft:chiseled_bookshelf	block.minecraft.chiseled_bookshelf	Chiseled Bookshelf	Резная книжная полка	HAS_RU
minecraft:chiseled_deepslate	block.minecraft.chiseled_deepslate	Chiseled Deepslate	Резной глубинный сланец	HAS_RU
minecraft:chiseled_nether_bricks	block.minecraft.chiseled_nether_bricks	Chiseled Nether Bricks	Резные незерские кирпичи	HAS_RU
minecraft:chiseled_polished_blackstone	block.minecraft.chiseled_polished_blackstone	Chiseled Polished Blackstone	Резной полированный чернит	HAS_RU
minecraft:chiseled_quartz_block	block.minecraft.chiseled_quartz_block	Chiseled Quartz Block	Резной кварцевый блок	HAS_RU
minecraft:chiseled_red_sandstone	block.minecraft.chiseled_red_sandstone	Chiseled Red Sandstone	Резной красный песчаник	HAS_RU
minecraft:chiseled_sandstone	block.minecraft.chiseled_sandstone	Chiseled Sandstone	Резной песчаник	HAS_RU
minecraft:chiseled_stone_bricks	block.minecraft.chiseled_stone_bricks	Chiseled Stone Bricks	Резные каменные кирпичи	HAS_RU
minecraft:chorus_flower	block.minecraft.chorus_flower	Chorus Flower	Цветок хоруса	HAS_RU
minecraft:chorus_fruit	item.minecraft.chorus_fruit	Chorus Fruit	Плод хоруса	HAS_RU
minecraft:chorus_plant	block.minecraft.chorus_plant	Chorus Plant	Хорус	HAS_RU
minecraft:clay	block.minecraft.clay	Clay	Глина	HAS_RU
minecraft:clay_ball	item.minecraft.clay_ball	Clay Ball	Комок глины	HAS_RU
minecraft:clock	item.minecraft.clock	Clock	Часы	HAS_RU
minecraft:coal	item.minecraft.coal	Coal	Уголь	HAS_RU
minecraft:coal_block	block.minecraft.coal_block	Block of Coal	Угольный блок	HAS_RU
minecraft:coal_ore	block.minecraft.coal_ore	Coal Ore	Угольная руда	HAS_RU
minecraft:coarse_dirt	block.minecraft.coarse_dirt	Coarse Dirt	Каменистая земля	HAS_RU
minecraft:coast_armor_trim_smithing_template	item.minecraft.coast_armor_trim_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:cobbled_deepslate	block.minecraft.cobbled_deepslate	Cobbled Deepslate	Колотый глубинный сланец	HAS_RU
minecraft:cobbled_deepslate_slab	block.minecraft.cobbled_deepslate_slab	Cobbled Deepslate Slab	Плита из колотого глубинного сланца	HAS_RU
minecraft:cobbled_deepslate_stairs	block.minecraft.cobbled_deepslate_stairs	Cobbled Deepslate Stairs	Ступеньки из колотого глубинного сланца	HAS_RU
minecraft:cobbled_deepslate_wall	block.minecraft.cobbled_deepslate_wall	Cobbled Deepslate Wall	Ограда из колотого глубинного сланца	HAS_RU
minecraft:cobblestone	block.minecraft.cobblestone	Cobblestone	Булыжник	HAS_RU
minecraft:cobblestone_slab	block.minecraft.cobblestone_slab	Cobblestone Slab	Булыжная плита	HAS_RU
minecraft:cobblestone_stairs	block.minecraft.cobblestone_stairs	Cobblestone Stairs	Булыжные ступеньки	HAS_RU
minecraft:cobblestone_wall	block.minecraft.cobblestone_wall	Cobblestone Wall	Булыжная ограда	HAS_RU
minecraft:cobweb	block.minecraft.cobweb	Cobweb	Паутина	HAS_RU
minecraft:cocoa_beans	item.minecraft.cocoa_beans	Cocoa Beans	Какао-бобы	HAS_RU
minecraft:cod	item.minecraft.cod	Raw Cod	Сырая треска	HAS_RU
minecraft:cod_bucket	item.minecraft.cod_bucket	Bucket of Cod	Треска в ведре	HAS_RU
minecraft:cod_spawn_egg	item.minecraft.cod_spawn_egg	Cod Spawn Egg	Яйцо призыва трески	HAS_RU
minecraft:command_block	block.minecraft.command_block	Command Block	Командный блок	HAS_RU
minecraft:command_block_minecart	item.minecraft.command_block_minecart	Minecart with Command Block	Вагонетка с командным блоком	HAS_RU
minecraft:comparator	block.minecraft.comparator	Redstone Comparator	Редстоуновый компаратор	HAS_RU
minecraft:compass	item.minecraft.compass	Compass	Компас	HAS_RU
minecraft:composter	block.minecraft.composter	Composter	Компостница	HAS_RU
minecraft:conduit	block.minecraft.conduit	Conduit	Морской источник	HAS_RU
minecraft:cooked_beef	item.minecraft.cooked_beef	Steak	Стейк	HAS_RU
minecraft:cooked_chicken	item.minecraft.cooked_chicken	Cooked Chicken	Жареная курица	HAS_RU
minecraft:cooked_cod	item.minecraft.cooked_cod	Cooked Cod	Жареная треска	HAS_RU
minecraft:cooked_mutton	item.minecraft.cooked_mutton	Cooked Mutton	Жареная баранина	HAS_RU
minecraft:cooked_porkchop	item.minecraft.cooked_porkchop	Cooked Porkchop	Жареная свинина	HAS_RU
minecraft:cooked_rabbit	item.minecraft.cooked_rabbit	Cooked Rabbit	Жареная крольчатина	HAS_RU
minecraft:cooked_salmon	item.minecraft.cooked_salmon	Cooked Salmon	Жареный лосось	HAS_RU
minecraft:cookie	item.minecraft.cookie	Cookie	Печенье	HAS_RU
minecraft:copper_block	block.minecraft.copper_block	Block of Copper	Медный блок	HAS_RU
minecraft:copper_ingot	item.minecraft.copper_ingot	Copper Ingot	Медный слиток	HAS_RU
minecraft:copper_ore	block.minecraft.copper_ore	Copper Ore	Медная руда	HAS_RU
minecraft:cornflower	block.minecraft.cornflower	Cornflower	Синий василёк	HAS_RU
minecraft:cow_spawn_egg	item.minecraft.cow_spawn_egg	Cow Spawn Egg	Яйцо призыва коровы	HAS_RU
minecraft:cracked_deepslate_bricks	block.minecraft.cracked_deepslate_bricks	Cracked Deepslate Bricks	Потрескавшиеся глубинносланцевые кирпичи	HAS_RU
minecraft:cracked_deepslate_tiles	block.minecraft.cracked_deepslate_tiles	Cracked Deepslate Tiles	Потрескавшийся глубинносланцевый плитняк	HAS_RU
minecraft:cracked_nether_bricks	block.minecraft.cracked_nether_bricks	Cracked Nether Bricks	Потрескавшиеся незерские кирпичи	HAS_RU
minecraft:cracked_polished_blackstone_bricks	block.minecraft.cracked_polished_blackstone_bricks	Cracked Polished Blackstone Bricks	Потрескавшиеся полированно-чернитные кирпичи	HAS_RU
minecraft:cracked_stone_bricks	block.minecraft.cracked_stone_bricks	Cracked Stone Bricks	Потрескавшиеся каменные кирпичи	HAS_RU
minecraft:crafting_table	block.minecraft.crafting_table	Crafting Table	Верстак	HAS_RU
minecraft:creeper_banner_pattern	item.minecraft.creeper_banner_pattern	Banner Pattern	Узор флага	HAS_RU
minecraft:creeper_head	block.minecraft.creeper_head	Creeper Head	Голова крипера	HAS_RU
minecraft:creeper_spawn_egg	item.minecraft.creeper_spawn_egg	Creeper Spawn Egg	Яйцо призыва крипера	HAS_RU
minecraft:crimson_button	block.minecraft.crimson_button	Crimson Button	Багровая кнопка	HAS_RU
minecraft:crimson_door	block.minecraft.crimson_door	Crimson Door	Багровая дверь	HAS_RU
minecraft:crimson_fence	block.minecraft.crimson_fence	Crimson Fence	Багровый забор	HAS_RU
minecraft:crimson_fence_gate	block.minecraft.crimson_fence_gate	Crimson Fence Gate	Багровая калитка	HAS_RU
minecraft:crimson_fungus	block.minecraft.crimson_fungus	Crimson Fungus	Багровый гриб	HAS_RU
minecraft:crimson_hanging_sign	block.minecraft.crimson_hanging_sign	Crimson Hanging Sign	Багровая подвесная табличка	HAS_RU
minecraft:crimson_hyphae	block.minecraft.crimson_hyphae	Crimson Hyphae	Багровые гифы	HAS_RU
minecraft:crimson_nylium	block.minecraft.crimson_nylium	Crimson Nylium	Багровый нилий	HAS_RU
minecraft:crimson_planks	block.minecraft.crimson_planks	Crimson Planks	Багровые доски	HAS_RU
minecraft:crimson_pressure_plate	block.minecraft.crimson_pressure_plate	Crimson Pressure Plate	Багровая нажимная плита	HAS_RU
minecraft:crimson_roots	block.minecraft.crimson_roots	Crimson Roots	Багровые корни	HAS_RU
minecraft:crimson_sign	block.minecraft.crimson_sign	Crimson Sign	Багровая табличка	HAS_RU
minecraft:crimson_slab	block.minecraft.crimson_slab	Crimson Slab	Багровая плита	HAS_RU
minecraft:crimson_stairs	block.minecraft.crimson_stairs	Crimson Stairs	Багровые ступеньки	HAS_RU
minecraft:crimson_stem	block.minecraft.crimson_stem	Crimson Stem	Багровый стебель	HAS_RU
