namespace	key	en_us	current_ru	proposed_ru	reason
thermal	item.thermal.gold_dust	Gold Dust		Золотая пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.gold_gear	Gold Gear		Золотая шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.gold_plate	Gold Plate		Золотая пластина	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.gray_rockwool	Gray Rockwool		Серая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.green_bean	Green Bean		Стручковая фасоль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.green_bean_block	Green Bean Block		Блок стручковой фасоли	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.green_bean_pie	Green Bean Pie		Пирог со стручковой фасолью	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.green_bean_seeds	Green Bean Seeds		Семена стручковой фасоли	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.green_rockwool	Green Rockwool		Зелёная минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.gunpowder_block	Gunpowder Block		Блок пороха	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hazmat_boots	Hazmat Boots		Ботинки химзащиты	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hazmat_chestplate	Hazmat Chestplate		Костюм химзащиты	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hazmat_fabric	Hazmat Fabric		Ткань химзащиты	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hazmat_helmet	Hazmat Helmet		Капюшон химзащиты	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hazmat_leggings	Hazmat Leggings		Штаны химзащиты	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hearty_stew	Hearty Stew		Сытное рагу	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.heavy_oil_bucket	Heavy Oil Bucket		Ведро тяжёлой нефти	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hops	Hops		Хмель	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hops_block	Hops Block		Блок хмеля	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.hops_seeds	Hops Seeds		Семена хмеля	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ice_charge	Ice Charge		Ледяной заряд	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ice_grenade	Ice Grenade		Ледяная граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ice_tnt	Ice TNT		Ледяной динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.iron_coin	Iron Coin		Железная монета	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.iron_dust	Iron Dust		Железная пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.iron_plate	Iron Plate		Железная пластина	Русское название отсутствует; en_us восстановлен по ID.
thermal	block.thermal.item_buffer	Logistical Item Buffer		Буфер предметов	Русское название отсутствует.
thermal	item.thermal.item_filter_augment	Item Filter Augment		Фильтр предметов	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.jar	Jar		Банка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.jelly	Jelly		Желе	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.junk_net	Junk Net		Сеть для мусора	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lapis_dust	Lapis Dust		Лазуритовая пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lapis_gear	Lapis Gear		Лазуритовая шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.laser_diode	Laser Diode		Лазерный диод	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.latex_bucket	Latex Bucket		Ведро латекса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.light_blue_rockwool	Light Blue Rockwool		Голубая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.light_gray_rockwool	Light Gray Rockwool		Светло-серая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.light_oil_bucket	Light Oil Bucket		Ведро лёгкой нефти	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lightning_charge	Lightning Charge		Грозовой заряд	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lightning_grenade	Lightning Grenade		Грозовая граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lightning_tnt	Lightning TNT		Грозовой динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lime_rockwool	Lime Rockwool		Лаймовая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lock	Lock		Замок	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_block	Lumium Block		Блок люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_coin	Lumium Coin		Монета из люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_dust	Lumium Dust		Пыль люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_gear	Lumium Gear		Шестерня из люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_glass	Lumium Glass		Стекло из люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_ingot	Lumium Ingot		Слиток люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_nugget	Lumium Nugget		Кусочек люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.lumium_plate	Lumium Plate		Пластина из люмия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_brewer	Machine Brewer		Зельеварочная машина	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_catalyst_augment	Machine Catalyst Augment		Катализатор машины	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_catalyst_creative_augment	Machine Catalyst Creative Augment		Бесконечный катализатор машины	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_crafter	Machine Crafter		Автоматический верстак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_crucible	Machine Crucible		Магмовый тигель	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_cycle_augment	Machine Cycle Augment		Циклическая обработка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_efficiency_augment	Machine Efficiency Augment		Повышение эффективности	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_efficiency_creative_augment	Machine Efficiency Creative Augment		Безграничная эффективность	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_furnace	Machine Furnace		Механическая печь	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_null_augment	Machine Null Augment		Отмена обработки	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_output_augment	Machine Output Augment		Распределитель продукции	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_sawmill	Machine Sawmill		Лесопилка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.machine_speed_augment	Machine Speed Augment		Повышение скорости	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.magenta_rockwool	Magenta Rockwool		Пурпурная минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.netherite_coin	Netherite Coin		Незеритовая монета	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.netherite_dust	Netherite Dust		Незеритовая пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.netherite_gear	Netherite Gear		Незеритовая шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.netherite_nugget	Netherite Nugget		Кусочек незерита	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.netherite_plate	Netherite Plate		Незеритовая пластина	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.niter	Niter		Селитра	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.niter_block	Niter Block		Блок селитры	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.nuke_grenade	Nuke Grenade		Ядерная граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.nuke_tnt	Nuke TNT		Ядерный динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.obsidian_glass	Obsidian Glass		Обсидиановое стекло	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.onion	Onion		Лук	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.onion_block	Onion Block		Блок лука	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.onion_seeds	Onion Seeds		Семена лука	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.orange_rockwool	Orange Rockwool		Оранжевая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.pbj_sandwich	Pbj Sandwich		Сэндвич с арахисовой пастой и вареньем	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.peanut	Peanut		Арахис	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.peanut_block	Peanut Block		Блок арахиса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.peanut_butter	Peanut Butter		Арахисовая паста	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.peanut_seeds	Peanut Seeds		Семена арахиса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.phyto_grenade	Phyto Grenade		Фитограната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.phyto_tnt	Phyto TNT		Фитодинамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.phytogro	Phytogro		Фитогро	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.phytosoil	Phytosoil		Фитопочва	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.phytosoil_tilled	Phytosoil Tilled		Вспаханная фитопочва	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.pink_rockwool	Pink Rockwool		Розовая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.polished_rich_slag	Polished Rich Slag		Полированный обогащённый шлак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.polished_slag	Polished Slag		Полированный шлак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.potato_block	Potato Block		Блок картофеля	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.potion_amplifier_augment	Potion Amplifier Augment		Усилитель зелий	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.potion_cake	Potion Cake		Торт с зельем	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.potion_duration_augment	Potion Duration Augment		Продление действия зелий	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.potion_infuser	Potion Infuser		Насыщатель зелий	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.potion_quiver	Potion Quiver		Колчан с зельями	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.press_coin_die	Press Coin Die		Штамп для монет	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.press_gear_die	Press Gear Die		Штамп для шестерней	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.press_packing_2x2_die	Press Packing 2x2 Die		Упаковочный штамп 2×2	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.press_packing_3x3_die	Press Packing 3x3 Die		Упаковочный штамп 3×3	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.press_unpacking_die	Press Unpacking Die		Распаковочный штамп	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.purple_rockwool	Purple Rockwool		Фиолетовая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.quartz_dust	Quartz Dust		Кварцевая пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.quartz_gear	Quartz Gear		Кварцевая шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.radish	Radish		Редис	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.radish_block	Radish Block		Блок редиса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.radish_seeds	Radish Seeds		Семена редиса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.raw_lead_block	Raw Lead Block		Блок рудного свинца	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.raw_nickel_block	Raw Nickel Block		Блок рудного никеля	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.raw_silver_block	Raw Silver Block		Блок рудного серебра	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.raw_tin_block	Raw Tin Block		Блок рудного олова	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.red_rockwool	Red Rockwool		Красная минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.redprint	Redprint		Редпринт	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.redstone_bucket	Redstone Bucket		Ведро жидкого редстоуна	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.redstone_grenade	Redstone Grenade		Редстоуновая граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.redstone_servo	Redstone Servo		Редстоуновый сервопривод	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.redstone_tnt	Redstone TNT		Редстоуновый динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.resin_bucket	Resin Bucket		Ведро смолы	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rf_coil	RF Coil		Катушка RF	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rf_coil_augment	RF Coil Augment		Усиленная катушка RF	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rf_coil_creative_augment	RF Coil Creative Augment		Бесконечная катушка RF	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rf_coil_storage_augment	RF Coil Storage Augment		Накопительная катушка RF	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rf_coil_xfer_augment	RF Coil Xfer Augment		Передающая катушка RF	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rf_potato	RF Potato		RF-картошка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rice	Rice		Рис	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rice_block	Rice Block		Блок риса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rice_seeds	Rice Seeds		Семена риса	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rich_slag	Rich Slag		Обогащённый шлак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rich_slag_block	Rich Slag Block		Блок обогащённого шлака	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rich_slag_bricks	Rich Slag Bricks		Кирпичи из обогащённого шлака	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rosin	Rosin		Канифоль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rosin_block	Rosin Block		Блок канифоли	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.rs_control_augment	Rs Control Augment		Редстоуновое управление	Русское название отсутствует; en_us восстановлен по ID.
thermal	block.thermal.rubber_block	Block of Glue		Блок клея	Русское название отсутствует.
thermal	item.thermal.sadiroot	Sadiroot		Садикорень	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sadiroot_block	Sadiroot Block		Блок садикорня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sadiroot_seeds	Sadiroot Seeds		Семена садикорня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sap_bucket	Sap Bucket		Ведро древесного сока	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.satchel	Satchel		Сумка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.saw_blade	Saw Blade		Пильный диск	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sawdust	Sawdust		Опилки	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sawdust_block	Sawdust Block		Блок опилок	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.servo_attachment	Attachment: Servo		Насадка: сервопривод	Русское название отсутствует.
thermal	item.thermal.side_config_augment	Side Config Augment		Настройка сторон	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_block	Signalum Block		Блок сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_coin	Signalum Coin		Монета из сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_dust	Signalum Dust		Пыль сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_gear	Signalum Gear		Шестерня из сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_glass	Signalum Glass		Стекло из сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_ingot	Signalum Ingot		Слиток сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_nugget	Signalum Nugget		Кусочек сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.signalum_plate	Signalum Plate		Пластина из сигналия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.slag	Slag		Шлак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.slag_block	Slag Block		Блок шлака	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.slag_bricks	Slag Bricks		Шлаковые кирпичи	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.slime_grenade	Slime Grenade		Слизневая граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.slime_tnt	Slime TNT		Слизневый динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.slot_seal	Slot Seal		Заглушка слота	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.spice_cake	Spice Cake		Пряный торт	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.spinach	Spinach		Шпинат	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.spinach_block	Spinach Block		Блок шпината	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.spinach_seeds	Spinach Seeds		Семена шпината	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.spring_salad	Spring Salad		Весенний салат	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.strawberry	Strawberry		Клубника	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.strawberry_block	Strawberry Block		Блок клубники	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.strawberry_seeds	Strawberry Seeds		Семена клубники	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.stuffed_pepper	Stuffed Pepper		Фаршированный перец	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.stuffed_pumpkin	Stuffed Pumpkin		Фаршированная тыква	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sugar_cane_block	Sugar Cane Block		Блок сахарного тростника	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sulfur	Sulfur		Сера	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sulfur_block	Sulfur Block		Блок серы	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sulfur_dust	Sulfur Dust		Серная пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.sushi_maki	Sushi Maki		Маки-суши	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.syrup_bottle	Syrup Bottle		Бутылка сиропа	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.syrup_bucket	Syrup Bucket		Ведро сиропа	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tar_block	Tar Block		Блок гудрона	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tea	Tea		Чай	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tea_block	Tea Block		Блок чая	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tea_seeds	Tea Seeds		Семена чая	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tomato	Tomato		Помидор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tomato_block	Tomato Block		Блок помидоров	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tomato_sauce	Tomato Sauce		Томатный соус	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tomato_seeds	Tomato Seeds		Семена помидоров	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.tree_oil_bucket	Tree Oil Bucket		Ведро древесного масла	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.turbo_servo_attachment	Attachment: Turbo-Servo		Насадка: турбосервопривод	Русское название отсутствует.
thermal	item.thermal.upgrade_augment_1	Upgrade Augment 1		Закалённое интегральное улучшение	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.upgrade_augment_2	Upgrade Augment 2		Усиленное интегральное улучшение	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.upgrade_augment_3	Upgrade Augment 3		Резонирующее интегральное улучшение	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.watering_can	Watering Can		Лейка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.white_rockwool	White Rockwool		Белая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.wrench	Wrench		Гаечный ключ	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.xp_crystal	XP Crystal		Кристалл опыта	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.xp_stew	XP Stew		Рагу опыта	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.xp_storage_augment	XP Storage Augment		Накопитель опыта	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.yellow_rockwool	Yellow Rockwool		Жёлтая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
uppers	block.uppers.upper	Upper		Верхняя воронка	Русское название отсутствует.
waystones	block.waystones.blackstone_waystone	Black Waystone		Чернокаменный путевой камень	Русское название отсутствует.
waystones	item.waystones.crumbling_attuned_shard	Crumbling Attuned Shard		Рассыпающийся настроенный осколок	Русское название отсутствует.
waystones	block.waystones.deepslate_waystone	Deepslate Waystone		Глубинносланцевый путевой камень	Русское название отсутствует.
waystones	block.waystones.end_stone_waystone	Ender Waystone		Эндерняковый путевой камень	Русское название отсутствует.
