id	source_hash	translation
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/index.json:/subText"	"sha256:01053ca0a9acebf316a34695ca618fbf4451df6d5bf5d4b5a46011181bc35360"	"Случайно применяя к инструментам разные необычные предметы, я обнаружил несколько особых взаимодействий. Для некоторых из них удобнее использовать специальный рабочий стол."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/index.json:/title"	"sha256:39c1347413cc2c19b0828de4679a88690c984cfad9bd787e5df2934e42177e62"	"Странные модификаторы"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/invisible_ink.json:/text/0/text"	"sha256:7e422e60aff99aa22d033b23e7cde33262aed62c2d6164590201240b07ab9fe0"	"Однажды я случайно пролил на инструмент зелье невидимости и обнаружил, что оно скрывает модификаторы. Особой пользы в этом нет, разве что модификатор не сочетается с внешним видом инструмента. Но, возможно, мастер с художественным вкусом найдёт этому применение."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/invisible_ink.json:/title"	"sha256:15462a97ef59074a758e9adc50570b8148da191d8751d6d7f71ffe1c11068a12"	"Невидимые чернила"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/modifier_worktable.json:/description/0/text"	"sha256:bf717325ab805e7b9647944d21adc3b46c2098e4e01e7ec6b7ed02ed688fc724"	"Если выложить обожжённый камень таким образом, в рецептах будет проще выбрать нужный модификатор."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/modifier_worktable.json:/title"	"sha256:dead182429e72c29f4253a0767969055e98b75116c9f6c389cd4b19b51a56539"	"Рабочий стол для модификаторов"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/remove_modifiers.json:/text/0/text"	"sha256:bc00823a06be3078bc58e09bb1cc9566316ecc449c2bd79a53bf7b097c03524a"	"Я обнаружил, что модификаторы можно удалять с инструментов мокрой губкой. Если её нет, подойдёт и паучий яд. После удаления освобождается место для новых модификаторов, но использованные для нанесения предметы пропадают. Зато губку можно использовать снова."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/remove_modifiers.json:/title"	"sha256:658029909a5f4a937eff29a28955f0ad0d2f1129c7970b69e487902aa2c3298e"	"Удаление модификаторов"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/sort_modifiers.json:/text/0/text"	"sha256:ac39a7a06ffe82e7a3768029811014bb16773ff28aaaeb3d34971df93d867c63"	"Компас на инструменте намагничивает его, но даже если просто поднести компас, с модификаторами происходит нечто интересное. Компас позволяет менять их порядок, не удаляя с инструмента! В отличие от невидимых чернил, это не только украшение: похоже, порядок модификаторов на инструменте разрешает конфликты между ними."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/sort_modifiers.json:/title"	"sha256:53c1ef583c8e85c4edaa38e64930400dee2f8f59700abf4cd7b196a1799b6420"	"Сортировка модификаторов"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/toggle_interaction.json:/text/0/text"	"sha256:7b5476c968ab1d01cc8af77874c87b351080900e3e753f698cd3cf1090467f49"	"Рычаги не только переключают редстоун. С их помощью можно изменить срабатывание модификаторов взаимодействия на слизневых посохах: не при использовании посоха, а при атаке им."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/toggle_interaction.json:/title"	"sha256:1f56578bed1e8fdf7bc01c094d61bed3ab39229f5a755984587e8d99bcbea3f4"	"Переключение взаимодействия"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/untoggle_interaction.json:/text/0/text"	"sha256:91c8cb1caf2243a6b15e740739d77514913e4d8cf155b584c8b4b31f4434989d"	"Конечно, модификатор всегда можно переключить обратно. Странно лишь то, что для этого нужен ещё один рычаг."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/untoggle_interaction.json:/title"	"sha256:e7b31e3a7cde89c75768d77e750222174be74453d126eafed5a46a124f036c31"	"Возврат взаимодействия"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/visible_ink.json:/text/0/text"	"sha256:9a63527e0aeae8cffc92376a275eaecc154e4a08c8094c19f1d50fdc24f8c0fe"	"После неудачных попыток снова сделать модификатор видимым с помощью губок я вспомнил, что молоко нейтрализует зелья. И правда, немного молока — всё, что нужно, чтобы модификатор снова стал видимым."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/visible_ink.json:/title"	"sha256:b6870485577144525a1b42096f180cb70107033406faa98950370d3ddfdf8161"	"Видимые чернила"
