id	source_hash	translation
item:item.tconstruct.earth_slime_spawn_egg	sha256:ed66c531cef86434113c9c45fd32a64535fa49cef3207923c3befdcd29a228f2	Яйцо призыва земного слизня
item:item.tconstruct.earth_staff	sha256:4ed18cdbd9c3fb83c2772fa3451a69846e715e8c61052b2e3600c51f10889fa1	Посох из земной слизи
item:item.tconstruct.ender_slime_bottle	sha256:21322e9154e7c5f2ec54c8e6f36350cd0fa6d044dc935af9e01ceef59934f7bd	Бутылочка эндер-слизи
item:item.tconstruct.ender_staff	sha256:a1b8a566e5dea30f93f31edb226526cfd4147b894a68829e9beb82848307da0f	Посох из эндер-слизи
item:item.tconstruct.helmet_plating	sha256:742c792b1c9f63726639509b387a93a849a7bc0f1a734b2e8ce931b8e2ecc684	Покрытие шлема
item:item.tconstruct.helmet_plating_cast	sha256:833f74f279ef869cc7438fe0b17539c4a6199fc67b492160c60946d92b7f9312	Золотая литейная форма: Покрытие шлема
item:item.tconstruct.helmet_plating_dummy	sha256:4284e77051cb7503fce36d7e7aed490bf1b412b47967f0a4ad11b31ada6a21a4	Каменное покрытие шлема
item:item.tconstruct.helmet_plating_red_sand_cast	sha256:b4b6fdea426ee6ad258260a39ccad4fe97a9c8604f36d8a373c376811bf4132f	Красная песочная литейная форма: Покрытие шлема
item:item.tconstruct.helmet_plating_sand_cast	sha256:3b9768d403301e6881f1fb1474b5e277a6b2ad07e7626f273eb7cc4d63e5f0b3	Песочная литейная форма: Покрытие шлема
item:item.tconstruct.honey_bucket	sha256:29dc59dba4f9df593c0bc9fe99b2f2c37724c809a706a3d2eb8d9e4d7ac37043	Ведро мёда
item:item.tconstruct.ichor_bucket	sha256:cbb2e10201027ff2e73e67e4ea3f7f656d47b1f55ce64616fee22cc48a74fc68	Ведро ихора
item:item.tconstruct.ichor_slime_bottle	sha256:4f84dfb1465349d3d69d5b69dc40c160dc6296b2bc966d852319fdb585517f00	Бутылочка ихора
item:item.tconstruct.ichor_staff	sha256:dff521c5d6707e9bc9d80ae61fad0f0de65d805ee27c3c3908ad262b99a7e5db	Ихоровый посох
item:item.tconstruct.leggings_plating	sha256:5db221320e1cf4a5ae863cceb14e892dc5a4048bef90751f13d0e937fba9a9c3	Покрытие поножей
item:item.tconstruct.leggings_plating_cast	sha256:95f6ccb4c15b321652d59516e802da5e61a59969f9ff4a294ef6cf6e032aeeba	Золотая литейная форма: Покрытие поножей
item:item.tconstruct.leggings_plating_dummy	sha256:46acd8c6de3663405af5654ed40f63c8cc6997b44687c563daa9a4e622ee95d8	Каменное покрытие поножей
item:item.tconstruct.leggings_plating_red_sand_cast	sha256:c901f199bbb3782aedcdb13ca5e0fe17a05ab75d08b6f90468e8b49213e20ccc	Красная песочная литейная форма: Покрытие поножей
item:item.tconstruct.leggings_plating_sand_cast	sha256:ad51cfa39780fb0d483d9c26b1130b80cc1228793e373a33aa8f2764dfbf8a39	Песочная литейная форма: Покрытие поножей
item:item.tconstruct.lingering_bottle	sha256:0ca004e079be16dc4b3abe4828b6e6d34d002a777a8a79663f81e71c853c36ee	Туманная бутылочка
item:item.tconstruct.longbow	sha256:31b2fb624d3698dffd5bbe3001d40405e3a867822425811d7917863db0ab5615	Длинный лук
item:item.tconstruct.magma_bottle	sha256:a0d2d8a0076f6feba557a4533eefcd0024c8c3518b904d86b5f6c6bc2935db0b	Бутылочка магмы
item:item.tconstruct.maille	sha256:971a4b4268ddb9ceeafb9aebb70164cc63f9c8107cbb543ff55c1db5fcdbdbac	Кольчуга
item:item.tconstruct.maille_cast	sha256:8e87fd41eb0fd3b4bdb7aa081ad50ec5c321d80cbf9301130c0b7669af552ea8	Золотая литейная форма: Кольчуга
item:item.tconstruct.maille_red_sand_cast	sha256:cd11dbc9e8e00355b9e0634ccfca308e8139b3c247546fe92fe67e0ab86fa189	Красная песочная литейная форма: Кольчуга
item:item.tconstruct.maille_sand_cast	sha256:2041cf14a7f416b4ec26a13c111f06ba5353bd00aedfcd055ab44a0acb82773f	Песочная литейная форма: Кольчуга
item:item.tconstruct.meat_soup	sha256:060905aa32408a08a7f61080128caffb4f8661864d039f1e3546604c3fab27c8	Мясной суп
item:item.tconstruct.meat_soup_bucket	sha256:15cbaafb71725fe6cf464268cf1a40dceaa5b18a214d02ce910c0d8ab0e9db4a	Ведро мясного супа
item:item.tconstruct.melting_pan	sha256:23d1be83de426dce10300ec71ad6bd99ab9281690cfb55927fbf515c7984df3c	Сковородка
item:item.tconstruct.modifier_crystal	sha256:cd0628fe827c58c34030673457d5a13cb61238ec0f20e684321aa06644d92c95	Кристалл модификатора
item:item.tconstruct.molten_cinderslime_bucket	sha256:91e36d1ddbc6af793f821db305ab007b14eb6d2693c30b43428e2b146469aded	Ведро расплавленной зольной слизи
item:item.tconstruct.mushroom_stew_bucket	sha256:081c5af0b70f4ceba80c5fc534dd90146b51bf81fc7ad64740c53dc46f15a79e	Ведро тушёных грибов
item:item.tconstruct.obsidian_reinforcement	sha256:c9f4d1f669b779cd85cad1708ab71fe141117bf29fd7f62755c83882f2750a5d	Обсидиановое укрепление
item:item.tconstruct.plate_shield	sha256:fb1dd52a72ad71be40438795e11faeba53f0217a6fe6a3fcde6fbd8c10377c56	Пластинчатый щит
item:item.tconstruct.potion_bucket	sha256:bc85c414a639d67dec9f50d72139cc63bde1d769146716f750e78a2344f47e95	Несоздаваемое зелье в ведре
item:item.tconstruct.rabbit_stew_bucket	sha256:0abe68539d4c6583bdfc4eb713d2e7d9c2b7fb5c42c19897e3510ec83ab8ffaf	Ведро тушёного кролика
item:item.tconstruct.shield_core	sha256:0d1211f1e566afaa4fc2477d4a455fb863e771656b7f6648bd73673c53ee03f7	Ядро щита
item:item.tconstruct.sky_slime_bottle	sha256:3ea8ddf60565405104eee2832063c7805087f70249a868dda55a9c912c9643fa	Бутылочка небесной слизи
item:item.tconstruct.sky_staff	sha256:35c00cdc1d7a45535176e003532a018eb81c1e08fd119b3166b6c5b000211b9e	Посох из небесной слизи
item:item.tconstruct.splash_bottle	sha256:9ef8a1cf0e42862cc4aa6b080fc226a5b3ccaa6bd6e04807c968f284f5c8c7f1	Взрывная бутылочка
item:item.tconstruct.steel_ingot	sha256:de4a6957b0b605985981303d85d526d03abb8848512e4b0c6849917a27aa4a4e	Стальной слиток
item:item.tconstruct.steel_nugget	sha256:467d903bb1d68216baf14dc87c55b9c861545982736062c8740f8f54cfcf5749	Кусочек стали
item:item.tconstruct.swasher	sha256:a727a023a97cb3fae01c9a6946d48216f428f334e642bdaed755534cc0a734f6	Свашер
item:item.tconstruct.tough_binding	sha256:75b4e8b1209461f32dacca39175e40a03c7aef7fc8201c5340cf2c39c8c36810	Жёсткий поясок
item:item.tconstruct.tough_binding_cast	sha256:39171650a2c9741151cd4dbd583e90e077ed30f1eca55d41dfe08649dcb2d65f	Золотая литейная форма: Жёсткий поясок
item:item.tconstruct.tough_binding_red_sand_cast	sha256:c56260135fdd537b87f10153d349655aaf74e4895b94af5c55af573f35af5d1d	Красная песочная литейная форма: Жёсткий поясок
item:item.tconstruct.tough_binding_sand_cast	sha256:41a4c7d720f24fdec89bdd18907d98cb2b1abd1f6445fc51614a40af507dc2c3	Песочная литейная форма: Жёсткий поясок
item:item.tconstruct.travelers_shield	sha256:68b1d6518da57412bd5984d449a7ca6c0adb15354ef95efcca7964b821cab2bd	Щит путешественника
item:item.tconstruct.venom_bottle	sha256:5b11876b9fa382f1a67b452a5e6df7d1974898c1333094adc606c628295c9db1	Бутылочка яда
item:item.tconstruct.venombone	sha256:e4039f31513b6ec64a0f06d4b1fc2a188726ee3c8a4a8c2a625e67b1c4c83954	Ядовитая кость
item:item.tconstruct.war_pick	sha256:e9e8161760ab0a350da379565392ed03b2453272e88b068b0d39b0d1963ade34	Боевая кирка
