id	source_hash	source	verdict	recommendation
item:item.tconstruct.earth_slime_grass_seeds	sha256:4f2cc38f9d77a31d4d1388485349d14a33f98662f3e3bac0e82fdf930604fdd2	Earthslime Seeds	CHANGE	Семена земной слизи
item:item.tconstruct.ender_slime_grass_seeds	sha256:8e78776a672d59d35b4cc5efc7a30ad2bf8a086e2fc6afaba3531e5565ec10da	Enderslime Seeds	CHANGE	Семена эндер-слизи
item:item.tconstruct.gem_cast	sha256:22f82f455b7d48184d1b5fe3b76a5667c3e2f6b2eabca529d463ed51558f3424	Gem Gold Cast	CHANGE	Золотая литейная форма: Самоцвет
item:item.tconstruct.gem_red_sand_cast	sha256:12eb2afbe17fe7760ff553f83d429960781e8060bdfd2dc403ac92e307694217	Gem Red Sand Cast	CHANGE	Красная песочная литейная форма: Самоцвет
item:item.tconstruct.gem_sand_cast	sha256:8ba9da5362f1299100a823fc79e9e35fb61e1d1b0aff3a892d76abee2ed7d2a6	Gem Sand Cast	CHANGE	Песочная литейная форма: Самоцвет
item:item.tconstruct.ichor_slime_grass_seeds	sha256:7d9e2bd6bde611230cc2f125bc8efa602602d8917b0d93e95ac1f1d71a6ad48d	Ichor Seeds	CHANGE	Семена ихора
item:item.tconstruct.large_plate_cast	sha256:518ea364a510f29884e949e1b747102db6f7d6ac60212bb3c6dfa2dac5faeb53	Large Plate Gold Cast	CHANGE	Золотая литейная форма: Большая пластина
item:item.tconstruct.magma_bucket	sha256:bbd8fa9e6bff52af1a8d52445c2e4dde21a2d291a4db4a6194a3c6ee31f80a07	Magma Bucket	CHANGE	Ведро магмы
item:item.tconstruct.materials_and_you	sha256:c8ec458925ad995e80a7c904bbdece5b243260ff0792094cc6a4bb7a1c3c6092	Materials and You	CHANGE	Материалы и ты
item:item.tconstruct.molten_soulsteel_bucket	sha256:597a4e303f73e07d6caa31d24eacb5b3f1659d226d5e0f31bc25735aeca7b62f	Molten Soulsteel Bucket	CHANGE	Ведро расплавленной стали душ
item:item.tconstruct.sky_slime_grass_seeds	sha256:9ba289890611ad3381cb17dbef50c5b017adca0f2dea2b17365b90b3b22062c4	Skyslime Seeds	CHANGE	Семена небесной слизи
item:item.tconstruct.small_axe_head_cast	sha256:85c544d09eb5e8d3212cda5d99c2ff24b9a961bc73cfb95056edc131a0822e8b	Small Axe Head Gold Cast	CHANGE	Золотая литейная форма: Малая головка топора
