"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"checked_dimensions"	"reviewer"	"method"
"mantle-book:tconstruct:encyclopedia:upgrades/harvest/tconstruct_lightspeed.json:/text/0/text"	"sha256:7fbbaf66299785bb8fd9ed6e0a6f876493b9fb40bba9f074315f6bfe021382c2"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee.json:/text/0/text"	"sha256:72e3abe9ec6a829aa35b6e5bb290423f549e1ad7558151ca6f3a120d019263a7"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee.json:/text/1/text"	"sha256:5db0226746aad9f93fa4cd3fd47c8e91d7bc3f169b96ed76638f3fa451d59088"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee.json:/text/2/text"	"sha256:009b8c6759192027c7efdd54932c04971462b48f490e0b89813794ae74458cfa"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee.json:/title"	"sha256:2c204fa8ae7eb80676ec621fc05fbfe9aee790a1c0f4403074f74a2b25abbe36"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_fiery.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_fiery.json:/effects/1"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_fiery.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_fiery.json:/text/0/text"	"sha256:343865c11f0a5aa3226d302600d74c8ff59fbc8db59c4c69682ef1c3178e2354"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_freezing.json:/effects/0"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_freezing.json:/effects/1"	"sha256:91639222caec22041a8a2bb3a10c12779f892b58edec28de8fc304c0d6b7ca72"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_freezing.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_freezing.json:/text/0/text"	"sha256:f22d5776cd759b55ba0a2e97537ff93cc945bc61894266e2b5e33a004c2894d1"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_knockback.json:/effects/0"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_knockback.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_knockback.json:/text/0/text"	"sha256:4a60d879728892208ec52ccc90fc7c7894a9c21d0bc9f1ada0da59251187fd9a"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_knockback.json:/text/1/text"	"sha256:71cf6c840cbeb68d6c907f240f7a3bcd837722a9e5e2a15bdd64ab87a3da9a64"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_necrotic.json:/effects/0"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_necrotic.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_necrotic.json:/text/0/text"	"sha256:077473e4e5ffc528af87deebcefb53e7d4f7592982221deacb3ff0fa8d86bda1"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_padded.json:/effects/0"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_padded.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_padded.json:/text/0/text"	"sha256:42e5f142d119a156cb9e147d6afe35a73cf3364bd1460fc51d965b53a91387b0"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_padded.json:/text/1/text"	"sha256:f850cea26f46cf6c0bf50ef9e8f589fe6f485042819beb64d8bb465dfc20b990"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_severing.json:/effects/0"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_severing.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_severing.json:/text/0/text"	"sha256:be641d13a62507d6dbf2534c159353d7655c6ecb59e0dcfb25a5574b5e88573d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_sweeping_edge.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_sweeping_edge.json:/effects/1"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_sweeping_edge.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/melee/tconstruct_sweeping_edge.json:/text/0/text"	"sha256:f6c305344c8b3f2c2e2994601294b78c4411fdaed0c1a9e615678456ecafb510"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged.json:/text/0/text"	"sha256:932dcd50045c09768d34aab9fee993d9a9ddce5c9edde50c8dcc40a44052deeb"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged.json:/title"	"sha256:9b4facf336b870ae54ce7947a6ba5ccb6e1ef48c7814b202b5773c838a002dc7"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_fiery.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_fiery.json:/effects/1"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_fiery.json:/effects/2"	"sha256:0c37668f524a8728d5b090e4384d59adb5b43d25b8737fbd881e3837a16b2995"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_fiery.json:/effects/3"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_fiery.json:/text/0/text"	"sha256:3b7ff3dc6c39c0b52e6ced91333f03d1fc7b83eaaf09011fb25d3822317bb18c"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_freezing.json:/effects/0"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_freezing.json:/effects/1"	"sha256:91639222caec22041a8a2bb3a10c12779f892b58edec28de8fc304c0d6b7ca72"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_freezing.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_freezing.json:/text/0/text"	"sha256:b3b558cda8756b5c6d1f6aff118035f91b53cbaa060d08d0102b66ba28e96682"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_impaling.json:/effects/0"	"sha256:a74a0e442385d44e9b6a90e35e33302328af7c399fda12a8595f19c68aeeacf0"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_impaling.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_impaling.json:/text/0/text"	"sha256:b40e078562a21c15488a16f560f01ff5f7d32cc8897d328f2486e3deb34cde05"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_necrotic.json:/effects/0"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_necrotic.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_necrotic.json:/text/0/text"	"sha256:7e2a5eeea6af32582562618ff8ab1092acf499b68c61c450f3db7d92dec43bea"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_pierce.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_pierce.json:/effects/1"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_pierce.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_pierce.json:/text/0/text"	"sha256:a231fe9136185113ec871390f1a7d6d32afc3acdbed2758e40076c1e09b46070"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_power.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_power.json:/effects/1"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_power.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_power.json:/text/0/text"	"sha256:3624d2dde3310a0af625506948a85806af405ea9b03339acc9b5e7468222713b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_power.json:/text/1/text"	"sha256:125082ab5e5c055747dc6f9f936038b9f26667cb667541f0aba776df6dc2d2a1"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_punch.json:/effects/0"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_punch.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_punch.json:/text/0/text"	"sha256:2713986b57ae0577b5d46c201a970dc8e581312abf6a0f97e8fc2cfd27b4493e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_quick_charge.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_quick_charge.json:/effects/1"	"sha256:a74a0e442385d44e9b6a90e35e33302328af7c399fda12a8595f19c68aeeacf0"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
