"id"	"source_hash"	"source"	"effective_translation"	"context"	"version"	"origin"
"mantle-book:tconstruct:mighty_smelting:abilities/melee.json:/title"	"sha256:4ef8d70c255c58a589dec83e297a6bac599d830dd68e640a469c98569116e0f1"	"Melee Abilities"	"Умения ближнего боя"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee.json"", ""pointer"": ""/title""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_blocking.json:/effects/0"	"sha256:75f315ce5bcad12d1ef55956f9cf8be3a742b0952140dc191f1a4ea27a94d754"	"Allows you to block with your tool"	"Позволяет блокировать удар с помощью инструмента."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_blocking.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_blocking.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_blocking.json:/effects/1"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Single level"	"Один уровень"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_blocking.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_blocking.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_blocking.json:/effects/2"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Requires 1 ability slot"	"Требуется 1 слот способностей."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_blocking.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_blocking.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_blocking.json:/text/0/text"	"sha256:b87458610ca5d961d2bb69bd74dc710c11dafc62aa9300424dea52045de722ec"	"Your sword is now a shield, now just need a way to make your shield a sword."	"Ваш меч теперь является щитом, теперь просто нужен способ сделать ваш щит мечом."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_blocking.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_blocking.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_dual_wielding.json:/effects/0"	"sha256:0976af976642af0b1f9c648101bf0bb8a9e7216d709a417314c9c8ab62700819"	"Allows you to dual wield your tools"	"Позволяет использовать инструменты одновременно."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_dual_wielding.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_dual_wielding.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_dual_wielding.json:/effects/1"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Single level"	"Один уровень"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_dual_wielding.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_dual_wielding.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_dual_wielding.json:/effects/2"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Requires 1 ability slot"	"Требуется 1 слот способностей."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_dual_wielding.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_dual_wielding.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_dual_wielding.json:/text/0/text"	"sha256:13d8eb9aacc49350438ea9caa64f5fc3c795404f037ecd3b7d29177ee8c13255"	"Duels are more honorable with dual wielding."	"Дуэли становятся более почетными, если вы владеете парным оружием."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_dual_wielding.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_dual_wielding.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_parrying.json:/effects/0"	"sha256:e78b476fd7fdda5a99287ca8fa905bc3c0c08f1439645f2e3913ace98fa1ae82"	"Allows daggers to briefly block after attacking"	"Позволяет кинжалам кратковременно блокировать удары после атаки."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_parrying.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_parrying.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_parrying.json:/effects/1"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Single level"	"Один уровень"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_parrying.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_parrying.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_parrying.json:/effects/2"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Requires 1 ability slot"	"Требуется 1 слот способностей."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_parrying.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_parrying.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_parrying.json:/text/0/text"	"sha256:3eb517d5bf135e8067394ee4cabda7c0908ed8b94721724bc2b76d715dd98f8f"	"Use your crazy ninja skills to swipe attacks out of the air."	"Используйте безумные навыки ниндзя, чтобы отбивать атаки прямо в воздухе."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_parrying.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_parrying.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_spilling.json:/effects/0"	"sha256:48d638644f4b817a608bc865c7139a2e495f802354f4a3d2d13ff406d256c754"	"Drains tank on attacking"	"Опустошает резервуар при атаке"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_spilling.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_spilling.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_spilling.json:/effects/1"	"sha256:ca94ea93de9b6328fda91e0608e056ca93b716cfdaaa23ddf734f2fce8cbf6ad"	"Various effects based on fluid, including fire and poison"	"Различные эффекты, основанные на жидкости, включая огонь и яд."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_spilling.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_spilling.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_spilling.json:/effects/2"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	"Requires 1 ability slot per level"	"Требуется 1 слот способностей на каждый уровень."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_spilling.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_spilling.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_spilling.json:/text/0/text"	"sha256:a840f70bdeeb329ea9b3c22ece386ce2db64460b098cb6a45df935f3d07f0584"	"Kinda gross that your tool is leaking. But also very effective!"	"Странно, что ваш инструмент протекает. Но и очень эффективно!"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_spilling.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_spilling.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/melee/tconstruct_spilling.json:/text/1/text"	"sha256:6a374d0217b69ba2ba9ade0d5282f49d380c49e2c98de09adc78685fe88922e8"	"Right clicking a tank with tool fills it"	"Щелчок правой кнопкой мыши по резервуару с инструментом заполняет его."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/melee/tconstruct_spilling.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/melee/tconstruct_spilling.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged.json:/text/0/text"	"sha256:88e4665e297cde6454b3156c11a5821682c9e624fa06f4abec781ad7fe6f54ce"	"Abilities to become the best archer you can be"	"Способности стать лучшим лучником, каким только возможно."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged.json:/text/1/text"	"sha256:eef6b47245deeee644f53d7314ed36f6ec3a3d6b7277ffae0bb9ae081aa61a0c"	"These abilities allow your bow to do new and cool whacky things. Perhaps you will shoot crystals, or more than one arrow. Only time will tell."	"Эти способности позволяют вашему луку делать новые и крутые штуки. Возможно, вы будете стрелять кристаллами или несколькими стрелами. Только время покажет."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged.json:/title"	"sha256:4263fce5851612c2f2f4a25cb4643999b0f0bb1080d5fdc03b8719de09794eea"	"Ranged Abilities"	"Способности дальнего боя"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged.json"", ""pointer"": ""/title""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_bulk_quiver.json:/effects/0"	"sha256:d5d085c0db37c8a5431af24d21a49d366493aa042276d78fb39c6121ac7be004"	"Allows your bow to store arrows"	"Хранит стрелы в луке"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_bulk_quiver.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_bulk_quiver.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_bulk_quiver.json:/effects/1"	"sha256:e7ec14bd8384e4dfea3afc881306773dd0f5661140623c61b882aa331c853f6d"	"Access by sneaking and attacking"	"Открывается приседом и атакой"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_bulk_quiver.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_bulk_quiver.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_bulk_quiver.json:/effects/2"	"sha256:778256ebd7e5a002551b57aec0549f3c667312870b1709b6fd88626610197a69"	"Multiple levels, each level increases storage size"	"Каждый уровень увеличивает хранилище"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_bulk_quiver.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_bulk_quiver.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_bulk_quiver.json:/effects/3"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	"Requires 1 ability slot per level"	"1 слот умений за уровень"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_bulk_quiver.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_bulk_quiver.json"", ""pointer"": ""/effects/3""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_bulk_quiver.json:/text/0/text"	"sha256:d39292af29003ecd844a00badc6a95999bf079f5f7ff085189b19d20e11d1667"	"Putting a quiver on your back is overrated."	"Колчан на спине переоценен."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_bulk_quiver.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_bulk_quiver.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_crystalshot.json:/effects/0"	"sha256:f4c47ae8c7c540c9a121dd00a84b2ea59da383a1dc38d7ed6e7691fc9e780315"	"Can shoots as arrows"	"Стреляет стрелами"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_crystalshot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_crystalshot.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_crystalshot.json:/effects/1"	"sha256:95b72b27bdd2402f21618534469f8dd35fd4bd3e08f4a7242f5ebbe3a0cc30cc"	"Doesn't require ammo, consumes extra durability"	"Не требует боеприпасов, но тратит прочность"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_crystalshot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_crystalshot.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_crystalshot.json:/effects/2"	"sha256:bd7dc5d6a0eb0328f38518486d555b875bdaa0bf784f29eb3da4946f0cdd7da1"	"Changes colors based on crystals used to craft"	"Цвет зависит от кристаллов в рецепте"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_crystalshot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_crystalshot.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_crystalshot.json:/effects/3"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Single level"	"Один уровень"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_crystalshot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_crystalshot.json"", ""pointer"": ""/effects/3""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_crystalshot.json:/effects/4"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Requires 1 ability slot"	"1 слот умений"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_crystalshot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_crystalshot.json"", ""pointer"": ""/effects/4""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_crystalshot.json:/text/0/text"	"sha256:41cd11224d0947efbc7631a4963c7f823189a32995385e71ce10cb1e572f3146"	"Handling may cause crystals to grow all over you."	"При обращении с ним кристаллы могут вырасти по всему телу."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_crystalshot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_crystalshot.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_multishot.json:/effects/0"	"sha256:36dbb6114cd3efbb27ea17aa061a50bac98d02a0df26fe303d755d4a8c7e97d5"	"Shoots multiple arrows at once"	"Стреляет несколькими стрелами одновременно."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_multishot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_multishot.json"", ""pointer"": ""/effects/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_multishot.json:/effects/1"	"sha256:ecaeb6ba8db7a0f00c5b0a1d9a0a7608bc70f0e5c0522de82139b5f110613cfe"	"Multiple levels, each level increases amount of arrows fired"	"Несколько уровней, каждый уровень увеличивает количество выпущенных стрел."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_multishot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_multishot.json"", ""pointer"": ""/effects/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_multishot.json:/effects/2"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	"Requires 1 ability slot per level"	"Требуется 1 слот способностей на каждый уровень."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_multishot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_multishot.json"", ""pointer"": ""/effects/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_multishot.json:/text/0/text"	"sha256:ed164e35d1837830a0157122118b486d7a1f376643e16f5a2f62039c1cb5990a"	"Thruul is not responsible for any accidents while shooting more than one projectile."	"Труул не несёт ответственности за несчастные случаи при стрельбе несколькими снарядами."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""mighty_smelting"", ""member"": ""assets/tconstruct/book/mighty_smelting/en_us/abilities/ranged/tconstruct_multishot.json"", ""output_member"": ""assets/tconstruct/book/mighty_smelting/ru_ru/abilities/ranged/tconstruct_multishot.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
