item_id	translation_key	source
enderio:fused_quartz_enp_black	item.enderio.fused_quartz_enp_black	Black Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_blue	item.enderio.fused_quartz_enp_blue	Blue Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_brown	item.enderio.fused_quartz_enp_brown	Brown Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_cyan	item.enderio.fused_quartz_enp_cyan	Cyan Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_gray	item.enderio.fused_quartz_enp_gray	Gray Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_green	item.enderio.fused_quartz_enp_green	Green Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_light_blue	item.enderio.fused_quartz_enp_light_blue	Light Blue Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_light_gray	item.enderio.fused_quartz_enp_light_gray	Light Gray Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_lime	item.enderio.fused_quartz_enp_lime	Lime Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_magenta	item.enderio.fused_quartz_enp_magenta	Magenta Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_orange	item.enderio.fused_quartz_enp_orange	Orange Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_pink	item.enderio.fused_quartz_enp_pink	Pink Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_purple	item.enderio.fused_quartz_enp_purple	Purple Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_red	item.enderio.fused_quartz_enp_red	Red Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_white	item.enderio.fused_quartz_enp_white	White Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_enp_yellow	item.enderio.fused_quartz_enp_yellow	Yellow Enlightened Fused Quartz (Players Blocked)
enderio:fused_quartz_ep	item.enderio.fused_quartz_ep	Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_black	item.enderio.fused_quartz_ep_black	Black Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_blue	item.enderio.fused_quartz_ep_blue	Blue Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_brown	item.enderio.fused_quartz_ep_brown	Brown Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_cyan	item.enderio.fused_quartz_ep_cyan	Cyan Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_gray	item.enderio.fused_quartz_ep_gray	Gray Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_green	item.enderio.fused_quartz_ep_green	Green Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_light_blue	item.enderio.fused_quartz_ep_light_blue	Light Blue Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_light_gray	item.enderio.fused_quartz_ep_light_gray	Light Gray Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_lime	item.enderio.fused_quartz_ep_lime	Lime Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_magenta	item.enderio.fused_quartz_ep_magenta	Magenta Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_orange	item.enderio.fused_quartz_ep_orange	Orange Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_pink	item.enderio.fused_quartz_ep_pink	Pink Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_purple	item.enderio.fused_quartz_ep_purple	Purple Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_red	item.enderio.fused_quartz_ep_red	Red Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_white	item.enderio.fused_quartz_ep_white	White Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_ep_yellow	item.enderio.fused_quartz_ep_yellow	Yellow Enlightened Fused Quartz (Players Pass)
enderio:fused_quartz_m	item.enderio.fused_quartz_m	Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_black	item.enderio.fused_quartz_m_black	Black Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_blue	item.enderio.fused_quartz_m_blue	Blue Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_brown	item.enderio.fused_quartz_m_brown	Brown Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_cyan	item.enderio.fused_quartz_m_cyan	Cyan Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_gray	item.enderio.fused_quartz_m_gray	Gray Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_green	item.enderio.fused_quartz_m_green	Green Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_light_blue	item.enderio.fused_quartz_m_light_blue	Light Blue Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_light_gray	item.enderio.fused_quartz_m_light_gray	Light Gray Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_lime	item.enderio.fused_quartz_m_lime	Lime Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_magenta	item.enderio.fused_quartz_m_magenta	Magenta Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_orange	item.enderio.fused_quartz_m_orange	Orange Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_pink	item.enderio.fused_quartz_m_pink	Pink Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_purple	item.enderio.fused_quartz_m_purple	Purple Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_red	item.enderio.fused_quartz_m_red	Red Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_white	item.enderio.fused_quartz_m_white	White Fused Quartz (Monsters Pass)
enderio:fused_quartz_m_yellow	item.enderio.fused_quartz_m_yellow	Yellow Fused Quartz (Monsters Pass)
enderio:fused_quartz_na	item.enderio.fused_quartz_na	Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_black	item.enderio.fused_quartz_na_black	Black Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_blue	item.enderio.fused_quartz_na_blue	Blue Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_brown	item.enderio.fused_quartz_na_brown	Brown Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_cyan	item.enderio.fused_quartz_na_cyan	Cyan Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_gray	item.enderio.fused_quartz_na_gray	Gray Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_green	item.enderio.fused_quartz_na_green	Green Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_light_blue	item.enderio.fused_quartz_na_light_blue	Light Blue Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_light_gray	item.enderio.fused_quartz_na_light_gray	Light Gray Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_lime	item.enderio.fused_quartz_na_lime	Lime Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_magenta	item.enderio.fused_quartz_na_magenta	Magenta Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_orange	item.enderio.fused_quartz_na_orange	Orange Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_pink	item.enderio.fused_quartz_na_pink	Pink Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_purple	item.enderio.fused_quartz_na_purple	Purple Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_red	item.enderio.fused_quartz_na_red	Red Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_white	item.enderio.fused_quartz_na_white	White Fused Quartz (Animals Blocked)
enderio:fused_quartz_na_yellow	item.enderio.fused_quartz_na_yellow	Yellow Fused Quartz (Animals Blocked)
enderio:fused_quartz_nm	item.enderio.fused_quartz_nm	Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_black	item.enderio.fused_quartz_nm_black	Black Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_blue	item.enderio.fused_quartz_nm_blue	Blue Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_brown	item.enderio.fused_quartz_nm_brown	Brown Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_cyan	item.enderio.fused_quartz_nm_cyan	Cyan Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_gray	item.enderio.fused_quartz_nm_gray	Gray Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_green	item.enderio.fused_quartz_nm_green	Green Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_light_blue	item.enderio.fused_quartz_nm_light_blue	Light Blue Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_light_gray	item.enderio.fused_quartz_nm_light_gray	Light Gray Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_lime	item.enderio.fused_quartz_nm_lime	Lime Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_magenta	item.enderio.fused_quartz_nm_magenta	Magenta Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_orange	item.enderio.fused_quartz_nm_orange	Orange Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_pink	item.enderio.fused_quartz_nm_pink	Pink Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_purple	item.enderio.fused_quartz_nm_purple	Purple Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_red	item.enderio.fused_quartz_nm_red	Red Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_white	item.enderio.fused_quartz_nm_white	White Fused Quartz (Monsters Blocked)
enderio:fused_quartz_nm_yellow	item.enderio.fused_quartz_nm_yellow	Yellow Fused Quartz (Monsters Blocked)
enderio:fused_quartz_np	item.enderio.fused_quartz_np	Fused Quartz (Players Blocked)
enderio:fused_quartz_np_black	item.enderio.fused_quartz_np_black	Black Fused Quartz (Players Blocked)
enderio:fused_quartz_np_blue	item.enderio.fused_quartz_np_blue	Blue Fused Quartz (Players Blocked)
enderio:fused_quartz_np_brown	item.enderio.fused_quartz_np_brown	Brown Fused Quartz (Players Blocked)
enderio:fused_quartz_np_cyan	item.enderio.fused_quartz_np_cyan	Cyan Fused Quartz (Players Blocked)
enderio:fused_quartz_np_gray	item.enderio.fused_quartz_np_gray	Gray Fused Quartz (Players Blocked)
enderio:fused_quartz_np_green	item.enderio.fused_quartz_np_green	Green Fused Quartz (Players Blocked)
enderio:fused_quartz_np_light_blue	item.enderio.fused_quartz_np_light_blue	Light Blue Fused Quartz (Players Blocked)
enderio:fused_quartz_np_light_gray	item.enderio.fused_quartz_np_light_gray	Light Gray Fused Quartz (Players Blocked)
enderio:fused_quartz_np_lime	item.enderio.fused_quartz_np_lime	Lime Fused Quartz (Players Blocked)
enderio:fused_quartz_np_magenta	item.enderio.fused_quartz_np_magenta	Magenta Fused Quartz (Players Blocked)
enderio:fused_quartz_np_orange	item.enderio.fused_quartz_np_orange	Orange Fused Quartz (Players Blocked)
enderio:fused_quartz_np_pink	item.enderio.fused_quartz_np_pink	Pink Fused Quartz (Players Blocked)
enderio:fused_quartz_np_purple	item.enderio.fused_quartz_np_purple	Purple Fused Quartz (Players Blocked)
enderio:fused_quartz_np_red	item.enderio.fused_quartz_np_red	Red Fused Quartz (Players Blocked)
enderio:fused_quartz_np_white	item.enderio.fused_quartz_np_white	White Fused Quartz (Players Blocked)
enderio:fused_quartz_np_yellow	item.enderio.fused_quartz_np_yellow	Yellow Fused Quartz (Players Blocked)
enderio:fused_quartz_p	item.enderio.fused_quartz_p	Fused Quartz (Players Pass)
enderio:fused_quartz_p_black	item.enderio.fused_quartz_p_black	Black Fused Quartz (Players Pass)
enderio:fused_quartz_p_blue	item.enderio.fused_quartz_p_blue	Blue Fused Quartz (Players Pass)
enderio:fused_quartz_p_brown	item.enderio.fused_quartz_p_brown	Brown Fused Quartz (Players Pass)
enderio:fused_quartz_p_cyan	item.enderio.fused_quartz_p_cyan	Cyan Fused Quartz (Players Pass)
enderio:fused_quartz_p_gray	item.enderio.fused_quartz_p_gray	Gray Fused Quartz (Players Pass)
enderio:fused_quartz_p_green	item.enderio.fused_quartz_p_green	Green Fused Quartz (Players Pass)
enderio:fused_quartz_p_light_blue	item.enderio.fused_quartz_p_light_blue	Light Blue Fused Quartz (Players Pass)
enderio:fused_quartz_p_light_gray	item.enderio.fused_quartz_p_light_gray	Light Gray Fused Quartz (Players Pass)
enderio:fused_quartz_p_lime	item.enderio.fused_quartz_p_lime	Lime Fused Quartz (Players Pass)
enderio:fused_quartz_p_magenta	item.enderio.fused_quartz_p_magenta	Magenta Fused Quartz (Players Pass)
enderio:fused_quartz_p_orange	item.enderio.fused_quartz_p_orange	Orange Fused Quartz (Players Pass)
enderio:fused_quartz_p_pink	item.enderio.fused_quartz_p_pink	Pink Fused Quartz (Players Pass)
enderio:fused_quartz_p_purple	item.enderio.fused_quartz_p_purple	Purple Fused Quartz (Players Pass)
enderio:fused_quartz_p_red	item.enderio.fused_quartz_p_red	Red Fused Quartz (Players Pass)
enderio:fused_quartz_p_white	item.enderio.fused_quartz_p_white	White Fused Quartz (Players Pass)
enderio:fused_quartz_p_yellow	item.enderio.fused_quartz_p_yellow	Yellow Fused Quartz (Players Pass)
immersiveengineering:he	item.immersiveengineering.he	HE
kubejs:acacia_flooring_block	block.kubejs.acacia_flooring_block	Acacia Flooring
kubejs:ai	item.kubejs.ai	Artificial Intelligence
kubejs:almond_water_can	item.kubejs.almond_water_can	Almond Water
kubejs:arrow1_sign	block.kubejs.arrow1_sign	sign
kubejs:arrow2_sign	block.kubejs.arrow2_sign	sign
kubejs:asphalt_floor	block.kubejs.asphalt_floor	Asphalt Floor
kubejs:asphalt_floor_slab	block.kubejs.asphalt_floor_slab	Asphalt Floor Slab
kubejs:asphalt_floor_stairs	block.kubejs.asphalt_floor_stairs	Asphalt Floor Stairs
kubejs:backrooms_speaker	block.kubejs.backrooms_speaker	Backrooms Speaker
kubejs:backup_generator	block.kubejs.backup_generator	Backup Generator
kubejs:ball_pit_bucket	item.kubejs.ball_pit_bucket	Ball Pit Bucket
kubejs:bamboo_flooring_block	block.kubejs.bamboo_flooring_block	Bamboo Flooring
kubejs:batteries	block.kubejs.batteries	Batteries
kubejs:birch_flooring_block	block.kubejs.birch_flooring_block	Birch Flooring
kubejs:black_hole	block.kubejs.black_hole	Mini Black Hole
kubejs:box_sign	block.kubejs.box_sign	sign
kubejs:brittle_porous_stone	block.kubejs.brittle_porous_stone	Brittle Porous Stone
kubejs:brittle_porous_stone_dark	block.kubejs.brittle_porous_stone_dark	Brittle Dark Porous Stone
kubejs:cardboard_flooring_block	block.kubejs.cardboard_flooring_block	Cardboard Flooring
kubejs:carpet	block.kubejs.carpet	Carpet
kubejs:carpet_dust_block	block.kubejs.carpet_dust_block	Block of Carpet Dust
kubejs:carpet_grass	block.kubejs.carpet_grass	Carpet Grass
kubejs:carpet_slab	block.kubejs.carpet_slab	Carpet Slab
kubejs:carpet_soft	block.kubejs.carpet_soft	Carpet
kubejs:carpet_stairs	block.kubejs.carpet_stairs	Carpet Stairs
kubejs:ceilling	block.kubejs.ceilling	Ceiling
kubejs:ceilling2	block.kubejs.ceilling2	Ceiling (White)
kubejs:ceilling_edge	block.kubejs.ceilling_edge	Ceiling Edge
kubejs:ceilling_frame	block.kubejs.ceilling_frame	Ceiling Frame
kubejs:ceilling_lamp	block.kubejs.ceilling_lamp	Ceiling Lamp
kubejs:ceilling_lamp2	block.kubejs.ceilling_lamp2	White Ceiling Lamp
kubejs:ceilling_lamp2_blinking	block.kubejs.ceilling_lamp2_blinking	White Ceiling Lamp (Blinking)
kubejs:ceilling_lamp2_breaking	block.kubejs.ceilling_lamp2_breaking	White Ceiling Lamp (Breaking)
kubejs:ceilling_lamp2_broken	block.kubejs.ceilling_lamp2_broken	White Ceiling Lamp (Broken)
kubejs:ceilling_lamp2_dying	block.kubejs.ceilling_lamp2_dying	White Ceiling Lamp (Dying)
kubejs:ceilling_lamp2_off	block.kubejs.ceilling_lamp2_off	White Ceiling Lamp (Off)
kubejs:ceilling_lamp_blinking	block.kubejs.ceilling_lamp_blinking	Ceiling Lamp (Blinking)
kubejs:ceilling_lamp_breaking	block.kubejs.ceilling_lamp_breaking	Ceiling Lamp (Breaking)
kubejs:ceilling_lamp_broken	block.kubejs.ceilling_lamp_broken	Ceiling Lamp (Broken)
kubejs:ceilling_lamp_dying	block.kubejs.ceilling_lamp_dying	Ceiling Lamp (Dying)
kubejs:ceilling_lamp_off	block.kubejs.ceilling_lamp_off	Ceiling Lamp (Off)
kubejs:ceilling_lamp_red	block.kubejs.ceilling_lamp_red	Red Ceiling Lamp
kubejs:ceilling_lamp_red_blinking	block.kubejs.ceilling_lamp_red_blinking	Red Ceiling Lamp (Blinking)
kubejs:ceilling_lamp_red_breaking	block.kubejs.ceilling_lamp_red_breaking	Red Ceiling Lamp (Breaking)
kubejs:ceilling_lamp_red_broken	block.kubejs.ceilling_lamp_red_broken	Red Ceiling Lamp (Broken)
kubejs:ceilling_lamp_red_dying	block.kubejs.ceilling_lamp_red_dying	Red Ceiling Lamp (Dying)
kubejs:ceilling_lamp_red_off	block.kubejs.ceilling_lamp_red_off	Red Ceiling Lamp (Off)
kubejs:ceilling_red	block.kubejs.ceilling_red	Ceiling
kubejs:ceilling_slab	block.kubejs.ceilling_slab	Ceiling Slab
kubejs:ceilling_stairs	block.kubejs.ceilling_stairs	Ceiling Stairs
kubejs:checker_flooring_block	block.kubejs.checker_flooring_block	Checker Flooring
kubejs:cherry_flooring_block	block.kubejs.cherry_flooring_block	Cherry Flooring
kubejs:closet	block.kubejs.closet	Closet
kubejs:closet_small	block.kubejs.closet_small	Small Closet
kubejs:cobblestone_bucket	item.kubejs.cobblestone_bucket	Bucket of Cobblestone
kubejs:compound_charge	block.kubejs.compound_charge	Compound Charge
kubejs:compound_sponge	block.kubejs.compound_sponge	Compound Soaked Sponge
kubejs:concrete_piece	item.kubejs.concrete_piece	Piece of Concrete
kubejs:controller_wallpaper	block.kubejs.controller_wallpaper	Controller Wallpaper
kubejs:controller_wallpaper_dead	block.kubejs.controller_wallpaper_dead	Dead Controller Wallpaper
kubejs:crimson_flooring_block	block.kubejs.crimson_flooring_block	Crimson Flooring
kubejs:cross_sign	block.kubejs.cross_sign	sign
kubejs:cryptic_block	block.kubejs.cryptic_block	Cryptic Block
kubejs:dark_casing	block.kubejs.dark_casing	Dark Casing
kubejs:dark_oak_flooring_block	block.kubejs.dark_oak_flooring_block	Dark Oak Flooring
kubejs:data_chip1	item.kubejs.data_chip1	Data Chip
kubejs:data_chip10	item.kubejs.data_chip10	Data Chip
kubejs:data_chip2	item.kubejs.data_chip2	Data Chip
kubejs:data_chip3	item.kubejs.data_chip3	Data Chip
kubejs:data_chip4	item.kubejs.data_chip4	Data Chip
kubejs:data_chip5	item.kubejs.data_chip5	Data Chip
kubejs:data_chip6	item.kubejs.data_chip6	Data Chip
kubejs:data_chip7	item.kubejs.data_chip7	Data Chip
kubejs:data_chip8	item.kubejs.data_chip8	Data Chip
kubejs:data_chip9	item.kubejs.data_chip9	Data Chip
kubejs:data_chip_error	item.kubejs.data_chip_error	Broken Data Chip
kubejs:data_chip_infinity	item.kubejs.data_chip_infinity	Modified Data Chip
kubejs:dead_room_node_block	block.kubejs.dead_room_node_block	Dead Room Node Block
kubejs:dead_room_node_connector	block.kubejs.dead_room_node_connector	Dead Room Node Connector
kubejs:dimensional_package_depot	block.kubejs.dimensional_package_depot	Dimensional Package Depot
kubejs:drain	block.kubejs.drain	Drain (Permanent)
kubejs:drain_breakable	block.kubejs.drain_breakable	Drain
kubejs:drain_item	item.kubejs.drain_item	Drain Grate
kubejs:empty_almond_water_can	item.kubejs.empty_almond_water_can	Almond Water (Empty)
kubejs:empty_compound_charge	block.kubejs.empty_compound_charge	Empty Compound Charge
kubejs:empty_wooden_silverfish_cage	block.kubejs.empty_wooden_silverfish_cage	Wooden Silverfish Cage (Empty)
kubejs:error	block.kubejs.error	Divided by Zero
kubejs:error_carpet	block.kubejs.error_carpet	Divided by Zero
kubejs:error_item	item.kubejs.error_item	Error
kubejs:error_wallpaper	block.kubejs.error_wallpaper	Divided by Zero
kubejs:event_room_node_block	block.kubejs.event_room_node_block	Event Room Node Block
kubejs:exit_sign	block.kubejs.exit_sign	sign
kubejs:exit_sign2	block.kubejs.exit_sign2	sign
kubejs:exotic_eye	block.kubejs.exotic_eye	Exotic Eye
kubejs:explantion1_sign	block.kubejs.explantion1_sign	sign
kubejs:explantion2_sign	block.kubejs.explantion2_sign	sign
kubejs:exposed_controller_wallpaper	block.kubejs.exposed_controller_wallpaper	Exposed Controller Wallpaper
kubejs:feature_node	block.kubejs.feature_node	Feature Node
kubejs:floor_tiles	block.kubejs.floor_tiles	Floor Tiles
kubejs:floor_tiles_full	block.kubejs.floor_tiles_full	Floor Tiles
kubejs:floor_tiles_infinite	block.kubejs.floor_tiles_infinite	Floor Tiles
kubejs:half_frame_bottom	block.kubejs.half_frame_bottom	Bottom of a Machine Frame
kubejs:half_frame_top	block.kubejs.half_frame_top	Top of a Machine Frame
kubejs:heavy_engineering_empty	block.kubejs.heavy_engineering_empty	Heavy Engineering Frame
kubejs:ice_cold_almond_water_can	item.kubejs.ice_cold_almond_water_can	Almond Water (Ice Cold)
kubejs:incomplete_component_electronic	item.kubejs.incomplete_component_electronic	Incomplete Electronic Component
kubejs:incomplete_component_electronic_adv	item.kubejs.incomplete_component_electronic_adv	Incomplete Advanced Electronic Component
kubejs:infected_strange_bricks	block.kubejs.infected_strange_bricks	Infected Strange Bricks
kubejs:infinity_sign	block.kubejs.infinity_sign	sign
kubejs:inkblod_sign	block.kubejs.inkblod_sign	sign
kubejs:jungle_flooring_block	block.kubejs.jungle_flooring_block	Jungle Flooring
kubejs:layered_room_node_block	block.kubejs.layered_room_node_block	Layered Room Node Block
kubejs:left_arrow_sign	block.kubejs.left_arrow_sign	sign
kubejs:light_engineering_empty	block.kubejs.light_engineering_empty	Light Engineering Frame
kubejs:liminal_warning	block.kubejs.liminal_warning	sign
kubejs:liminal_warning2	block.kubejs.liminal_warning2	sign
kubejs:liminalstone	block.kubejs.liminalstone	Liminalstone
kubejs:liminalstone_poolrooms	block.kubejs.liminalstone_poolrooms	Liminalstone
kubejs:liquid_pain_can_hidden	item.kubejs.liquid_pain_can_hidden	Almond Water (Tampered)
kubejs:liquid_time_bucket	item.kubejs.liquid_time_bucket	The Flow of Time Bucket
kubejs:lithium_ion_batteries	block.kubejs.lithium_ion_batteries	Lithium-Ion Batteries
kubejs:lithium_ion_battery	item.kubejs.lithium_ion_battery	Lithium-Ion Battery
kubejs:loaded_closet	block.kubejs.loaded_closet	Closet
kubejs:location_terminal	block.kubejs.location_terminal	Location Terminal
kubejs:locker_sculkling	block.kubejs.locker_sculkling	Pool Locker
kubejs:long_pool_tiles	block.kubejs.long_pool_tiles	Pool Tiles (Long)
kubejs:long_pool_tiles_slab	block.kubejs.long_pool_tiles_slab	Pool Tiles Slab (Long)
kubejs:long_pool_tiles_soft	block.kubejs.long_pool_tiles_soft	Pool Tiles (Long)
kubejs:long_pool_tiles_stairs	block.kubejs.long_pool_tiles_stairs	Pool Tiles Stairs (Long)
kubejs:long_range_wall_destroyer	block.kubejs.long_range_wall_destroyer	Long-Range Wall Piercer
kubejs:lost_eye	block.kubejs.lost_eye	Lost Eye
kubejs:mangrove_flooring_block	block.kubejs.mangrove_flooring_block	Mangrove Flooring
kubejs:metal_ceilling	block.kubejs.metal_ceilling	Metal Ceilling
kubejs:metal_ceilling_slab	block.kubejs.metal_ceilling_slab	Metal Ceiling Slab
kubejs:metal_ceilling_stairs	block.kubejs.metal_ceilling_stairs	Metal Ceiling Slab
kubejs:missing_tiles_empty	block.kubejs.missing_tiles_empty	Missing Pool Tiles
kubejs:missing_tiles_empty_perm	block.kubejs.missing_tiles_empty_perm	Missing Pool Tiles (Permanent)
kubejs:missing_tiles_half	block.kubejs.missing_tiles_half	Missing Pool Tiles
kubejs:missing_tiles_half_perm	block.kubejs.missing_tiles_half_perm	Missing Pool Tiles (Permanent)
kubejs:monolith_sign	block.kubejs.monolith_sign	sign
kubejs:nowhere_sign	block.kubejs.nowhere_sign	sign
kubejs:oak_flooring_block	block.kubejs.oak_flooring_block	Oak Flooring
kubejs:oil_carpet	block.kubejs.oil_carpet	Crude Oil Soaked Carpet
kubejs:oil_sponge	block.kubejs.oil_sponge	Oil Soaked Sponge
kubejs:old_concrete	block.kubejs.old_concrete	Old Concrete
kubejs:old_concrete_bordered	block.kubejs.old_concrete_bordered	Old Concrete Bordered
kubejs:old_concrete_plated	block.kubejs.old_concrete_plated	Old Concrete Plated
kubejs:old_concrete_plated_pillar	block.kubejs.old_concrete_plated_pillar	Old Concrete Plated Pillar
kubejs:open_pool_locker_double	block.kubejs.open_pool_locker_double	Pool Locker
kubejs:open_pool_locker_single	block.kubejs.open_pool_locker_single	Pool Locker
kubejs:perfectly_stablised_compound	item.kubejs.perfectly_stablised_compound	Perfectly Stable Compound
kubejs:plywood_block	block.kubejs.plywood_block	Plywood Block
kubejs:polished_wood_floor	block.kubejs.polished_wood_floor	Polished Wood Floor
kubejs:polished_wood_floor_stairs	block.kubejs.polished_wood_floor_stairs	Polished Wood Floor Stairs
kubejs:polished_wood_flooring_block	block.kubejs.polished_wood_flooring_block	Polished Wood Flooring
kubejs:pool_locker_double	block.kubejs.pool_locker_double	Pool Locker
kubejs:pool_locker_single	block.kubejs.pool_locker_single	Pool Locker
kubejs:pool_tile_golden	item.kubejs.pool_tile_golden	Golden Pool Tile
kubejs:pool_tiles	block.kubejs.pool_tiles	Pool Tiles
kubejs:pool_tiles_fake	block.kubejs.pool_tiles_fake	Fake Pool Tiles
kubejs:pool_tiles_golden	block.kubejs.pool_tiles_golden	Golden Pool Tiles
kubejs:pool_tiles_golden_fake	block.kubejs.pool_tiles_golden_fake	Fake Pool Tiles Golden
kubejs:pool_tiles_golden_half	block.kubejs.pool_tiles_golden_half	Golden Pool Tiles
kubejs:pool_tiles_golden_half_fake	block.kubejs.pool_tiles_golden_half_fake	Fake Pool Tiles Golden Half
kubejs:pool_tiles_missing_fake	block.kubejs.pool_tiles_missing_fake	Fake Missing Pool Tiles
kubejs:pool_tiles_sky	block.kubejs.pool_tiles_sky	Pool Tiles
kubejs:pool_tiles_slab	block.kubejs.pool_tiles_slab	Pool Tiles Slab
kubejs:pool_tiles_soft	block.kubejs.pool_tiles_soft	Pool Tiles
kubejs:pool_tiles_stairs	block.kubejs.pool_tiles_stairs	Pool Tiles Stairs
kubejs:pool_tiles_wet	block.kubejs.pool_tiles_wet	Wet Pool Tiles
kubejs:poolrooms_portal	block.kubejs.poolrooms_portal	Poolrooms Entrance
kubejs:porous_stone	block.kubejs.porous_stone	Porous Stone
kubejs:reality_charge	block.kubejs.reality_charge	Reality Charge
kubejs:reality_charge_empty	block.kubejs.reality_charge_empty	Empty Reality Charge
kubejs:reality_chest	block.kubejs.reality_chest	Reality Chest
kubejs:reality_controller	block.kubejs.reality_controller	Reality Controller
kubejs:reality_controller_running	block.kubejs.reality_controller_running	Reality Controller (Active)
kubejs:reality_core	block.kubejs.reality_core	Active Reality Core
kubejs:reality_frame	block.kubejs.reality_frame	Reality Frame
kubejs:reality_spawner	block.kubejs.reality_spawner	Reality Spawner
kubejs:reality_storage_cell1	item.kubejs.reality_storage_cell1	Reality Storage Cell
kubejs:reality_storage_empty	item.kubejs.reality_storage_empty	Empty Reality Storage Cell
kubejs:red_carpet	block.kubejs.red_carpet	Carpet (Red)
kubejs:red_carpet_slab	block.kubejs.red_carpet_slab	Carpet Slab (Red)
kubejs:red_carpet_stairs	block.kubejs.red_carpet_stairs	Carpet Stairs (Red)
kubejs:red_tape	block.kubejs.red_tape	Red Tape
kubejs:redstone_room_node_block	block.kubejs.redstone_room_node_block	Redstone Room Node Block
