id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-json:thermal:guidebook:entries/technology/devices/soil_infuser.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/devices/tree_extractor.json:/name	sha256:2fcbbe7a7d10ff7c99a8e321ba4c9b765e8a40da7e344c75c7734eed6a82bbdc	Arboreal Extractor	Древесный выжиматель	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	20		
patchouli-json:thermal:guidebook:entries/technology/devices/tree_extractor.json:/pages/0/text	sha256:e31e9c62a785b776f279fca7a29a1f8f6ac69428809dd093f18ededfe33d19d0	The Arboreal Extractor is a device that extracts fluid from an adjacent tree. Can optionally take fertilizer to boost production rate. Bonemeal boosts output by 1.5x for 8 cycles, while $(l:thermal:world/plants/phytogro)Phyto-Gro$(/l) boosts by 2.0x for 16 cycles. Different trees produce different fluids; use JEI to see the available recipes.	Выжимает жидкость из соседнего дерева. При желании можно использовать удобрения для повышения производительности. Костная мука ускоряет в 1.5 раза, расходуется в течении 8 циклов, а $(l:thermal:world/plants/phytogro)фито-гро$(/l) ускоряет в 2 раза, расходуется в течении 16 циклов.	CHANGE	Извлекает жидкость из соседнего дерева. Удобрения могут ускорить работу: костная мука повышает выход в 1,5 раза на 8 циклов, а $(l:thermal:world/plants/phytogro)Фито-Гро$(/l) — в 2,0 раза на 16 циклов. Разные деревья дают разные жидкости; рецепты смотрите в JEI.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	242	223	0.921
patchouli-json:thermal:guidebook:entries/technology/devices/tree_extractor.json:/pages/1/title	sha256:2fcbbe7a7d10ff7c99a8e321ba4c9b765e8a40da7e344c75c7734eed6a82bbdc	Arboreal Extractor	Древесный выжиматель	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	20		
patchouli-json:thermal:guidebook:entries/technology/devices/tree_extractor.json:/pages/2/text	sha256:808902e6e32f968ad2b2104359323440525b33e5381854421dbe0ebfd404c40b	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	57		
patchouli-json:thermal:guidebook:entries/technology/devices/tree_extractor.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/devices/water_gen.json:/name	sha256:abcf1a2052b4e48e83d6d20afd0fc5e3e7acca749d1d69e76f9c3c6b9d4f6de2	Aqueous Accumulator	Водный накопитель	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	17		
patchouli-json:thermal:guidebook:entries/technology/devices/water_gen.json:/pages/0/text	sha256:548517f95d267c415e57dc34ca37063d35f69647b63996236eec8118de819119	The Aqueous Accumulator is a device that will generate infinite water for your needs. In order for it to produce water there must be at least two source blocks adjacent to the sides of the device. Source blocks above or below the device will not count.	Бесконечный источник воды. Для того, чтобы накопитель производил воду, должно быть не менее двух источников воды, примыкающих к сторонам устройства. Блоки выше или ниже устройства не будут учитываться.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	201		
patchouli-json:thermal:guidebook:entries/technology/devices/water_gen.json:/pages/1/title	sha256:abcf1a2052b4e48e83d6d20afd0fc5e3e7acca749d1d69e76f9c3c6b9d4f6de2	Aqueous Accumulator	Водный накопитель	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	17		
patchouli-json:thermal:guidebook:entries/technology/devices/water_gen.json:/pages/2/text	sha256:808902e6e32f968ad2b2104359323440525b33e5381854421dbe0ebfd404c40b	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	57		
patchouli-json:thermal:guidebook:entries/technology/devices/water_gen.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/compression.json:/name	sha256:524a0335794f5a7f7f6179331ea0b925ed75aee6d3c9e3d7e9d31288af6bf461	Compression Dynamo	Компрессионный генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	24		
patchouli-json:thermal:guidebook:entries/technology/dynamos/compression.json:/pages/0/text	sha256:a2f223d11d398d523de726cdf99675bfadec9270c0882cc5496835ce770d32d5	The Compression Dynamo uses burnable liquid fuels such as tree oil to produce RF.	Компрессионный генератор использует горючее жидкое топливо, такое как древесное масло, для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	115		
patchouli-json:thermal:guidebook:entries/technology/dynamos/compression.json:/pages/1/title	sha256:524a0335794f5a7f7f6179331ea0b925ed75aee6d3c9e3d7e9d31288af6bf461	Compression Dynamo	Компрессионный генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	24		
patchouli-json:thermal:guidebook:entries/technology/dynamos/compression.json:/pages/2/text	sha256:41d5dfc4668bcc83a9b231b80be3d5a4a1ffb442d49fe6ec97ed9ded319196f6	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	113		
patchouli-json:thermal:guidebook:entries/technology/dynamos/compression.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/disenchantment.json:/name	sha256:f98a0a026f345da96235dfa349e14669cb85f4faca968cf6435a5c6ec28c6fe6	Disenchantment Dynamo	Чародейский генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	21		
patchouli-json:thermal:guidebook:entries/technology/dynamos/disenchantment.json:/pages/0/text	sha256:edf78b79e123f0ba1c6d8976bc14c0dae561730513825d3650b670c4fcae7fac	The Disenchantment Dynamo uses enchanted items such as books to produce RF.	Чародейский генератор использует заколдованные предметы, такие как книги, для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	102		
patchouli-json:thermal:guidebook:entries/technology/dynamos/disenchantment.json:/pages/1/title	sha256:f98a0a026f345da96235dfa349e14669cb85f4faca968cf6435a5c6ec28c6fe6	Disenchantment Dynamo	Чародейский генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	21		
patchouli-json:thermal:guidebook:entries/technology/dynamos/disenchantment.json:/pages/2/text	sha256:41d5dfc4668bcc83a9b231b80be3d5a4a1ffb442d49fe6ec97ed9ded319196f6	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	113		
patchouli-json:thermal:guidebook:entries/technology/dynamos/disenchantment.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/gourmand.json:/name	sha256:f666f9c61007eed4dd3217c32acc0268993d9c3595420d50ea39f1aa317821db	Gourmand Dynamo	Кулинарный генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	20		
patchouli-json:thermal:guidebook:entries/technology/dynamos/gourmand.json:/pages/0/text	sha256:14028b7a38e76250d7aaa3a517048b1030d014e91ada4f81a875537eb0dab394	The Gourmand Dynamo uses food to produce RF.	Кулинарный генератор использует еду для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	64		
patchouli-json:thermal:guidebook:entries/technology/dynamos/gourmand.json:/pages/1/title	sha256:f666f9c61007eed4dd3217c32acc0268993d9c3595420d50ea39f1aa317821db	Gourmand Dynamo	Кулинарный генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	20		
patchouli-json:thermal:guidebook:entries/technology/dynamos/gourmand.json:/pages/2/text	sha256:41d5dfc4668bcc83a9b231b80be3d5a4a1ffb442d49fe6ec97ed9ded319196f6	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	113		
patchouli-json:thermal:guidebook:entries/technology/dynamos/gourmand.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/introduction.json:/name	sha256:8b17c9e9650ad191822f8940119b8f2a58be03d89ebe36ceeb82c35a6e44f68e	Introduction - Dynamos	Введение - Генераторы	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	21		
patchouli-json:thermal:guidebook:entries/technology/dynamos/introduction.json:/pages/0/text	sha256:e19ce51d7cbb7a59c13a5860419b1dc51f97eb806f1f1cc6e11253dd87d96c4b	Dynamos produce RF from various types of fuel. They have a coil side, which is indicated by the large red nub that glows when the dynamo is generating. RF is output from the coil side only, and fuel is accepted from any of the other sides. Without any upgrades, dynamos produce up to 40 RF/t.	Генераторы производят RF-энергию из различных видов топлива. Их катушка светится при работе. Энергия выводится только со стороны катушки, а ввод топлива осуществляется с любой из остальных сторон. Без каких-либо модернизаций генераторы производят до 40 RF/т. Внутренний энерго-буфер генераторов можно увеличить используя $(l:thermal:technology/augments/integral_components)интегральные компоненты$(/l), а не RF катушки.	CHANGE	Генераторы производят RF из разного топлива. Со стороны катушки находится большой красный выступ, который светится во время выработки. RF выводится только через катушку, а топливо принимается с остальных сторон. Без улучшений генератор выдаёт до 40 RF/т.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	362	254	0.702
patchouli-json:thermal:guidebook:entries/technology/dynamos/introduction.json:/pages/1/text	sha256:9a523a2146d7d90922ec82cdc54152bd771134577ef9bb05d38e0ad49790670c	Dynamos have an internal buffer which can be upgraded using $(l:thermal:technology/augments/integral_components)Integral Components$(/l) but not RF coil augments. Dynamos will automatically throttle their RF output and fuel usage based on how full this buffer is. When empty, dynamos will work at their maximum RF output. When full, dynamos will work at 10% output, using fuel even though the RF generated is wasted. The buffer will only automatically output when the dynamo is generating, and will gradually decay when idle.	Генераторы будут автоматически тормозить свою работу в зависимости от того, насколько заполнен их энерго-буфер. Ели он пуст, генераторы будут работать на максимальной скорости. Когда он заполнен, генераторы будут работать с выходной мощностью 10%, используя топливо, даже если генерируемая энергия теряется. Буфер будет автоматически опустошается только во время работы генератора и будет постепенно уменьшаться при простое.	CHANGE	Внутренний буфер генератора увеличивается $(l:thermal:technology/augments/integral_components)интегральными компонентами$(/l), но не улучшениями RF-катушки. По заполнению буфера генератор регулирует выработку и расход топлива: при пустом работает на полной мощности, при полном — на 10%, тратя топливо впустую. Буфер выводит RF автоматически только во время работы и понемногу разряжается в простое.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	424	342	0.807
patchouli-json:thermal:guidebook:entries/technology/dynamos/lapidary.json:/name	sha256:c618a651adfe00cab559e0b1428f630c3ce5b0619cf3777cba7c3aafb550bd9c	Lapidary Dynamo	Липидарный генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	20		
patchouli-json:thermal:guidebook:entries/technology/dynamos/lapidary.json:/pages/0/text	sha256:7a2552229019a854e57b116bc8b71dba8880aaf337ef707bfd98e3c785f2698b	The Lapidary Dynamo uses crystals and gems to produce RF.	Липидарный генератор использует кристаллы и драгоценные камни для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	90		
patchouli-json:thermal:guidebook:entries/technology/dynamos/lapidary.json:/pages/1/text	sha256:df57f88cc177070456d403a244c59676f22b5174b8d3a70090216e16767be83d	$(o)Might be a portal to a land of gem-obsessed moon people.$()	$(o)Может быть, это портал в страну помешанных на драгоценных камнях лунных людей.$()	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	78		
patchouli-json:thermal:guidebook:entries/technology/dynamos/lapidary.json:/pages/1/title	sha256:c618a651adfe00cab559e0b1428f630c3ce5b0619cf3777cba7c3aafb550bd9c	Lapidary Dynamo	Липидарный генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	20		
patchouli-json:thermal:guidebook:entries/technology/dynamos/lapidary.json:/pages/2/text	sha256:b53fd61f58ba3be9c6b5f33bf6671caf893d34edef69fe53ccb5aef46d5964d7	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	79		
patchouli-json:thermal:guidebook:entries/technology/dynamos/lapidary.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/magmatic.json:/name	sha256:d49674402450448ef30bc40aa33eebaa200266383b365112bc9f65faaa7cc46e	Magmatic Dynamo	Магмовый генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	18		
patchouli-json:thermal:guidebook:entries/technology/dynamos/magmatic.json:/pages/0/text	sha256:b86127c0ba454f1449a8c894e123b70f6cf0398e3f46d8df3f2f1fd7c3442b4d	The Magmatic Dynamo uses lava to produce RF.	Магмовый генератор использует лаву для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	63		
patchouli-json:thermal:guidebook:entries/technology/dynamos/magmatic.json:/pages/1/title	sha256:d49674402450448ef30bc40aa33eebaa200266383b365112bc9f65faaa7cc46e	Magmatic Dynamo	Магмовый генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	18		
patchouli-json:thermal:guidebook:entries/technology/dynamos/magmatic.json:/pages/2/text	sha256:41d5dfc4668bcc83a9b231b80be3d5a4a1ffb442d49fe6ec97ed9ded319196f6	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	113		
patchouli-json:thermal:guidebook:entries/technology/dynamos/magmatic.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/numismatic.json:/name	sha256:05d5dc10aaa83a0983099cf0f0c179e5ce8b2cc077b9e4a18fce0f8a0311e006	Numismatic Dynamo	Нумизматический генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	25		
patchouli-json:thermal:guidebook:entries/technology/dynamos/numismatic.json:/pages/0/text	sha256:6317f1e41dbd91845713e8cd013296cc0a36a7cb760562adec0ab53b08c3e01a	The Numismatic Dynamo uses $(l:thermal:technology/machines/press)coins$(/l) to produce RF.	Нумизматический генератор использует $(l:thermal:technology/machines/press)монеты$(/l) для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	72		
patchouli-json:thermal:guidebook:entries/technology/dynamos/numismatic.json:/pages/1/title	sha256:05d5dc10aaa83a0983099cf0f0c179e5ce8b2cc077b9e4a18fce0f8a0311e006	Numismatic Dynamo	Нумизматический генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	25		
patchouli-json:thermal:guidebook:entries/technology/dynamos/numismatic.json:/pages/2/text	sha256:b53fd61f58ba3be9c6b5f33bf6671caf893d34edef69fe53ccb5aef46d5964d7	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	79		
patchouli-json:thermal:guidebook:entries/technology/dynamos/numismatic.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/dynamos/stirling.json:/name	sha256:883d02d3e7c6fa490a173d1b9d2ea3bcf43f69d5d48cb49ba2234ddbdb49161e	Stirling Dynamo	Стирлинг генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	18		
patchouli-json:thermal:guidebook:entries/technology/dynamos/stirling.json:/pages/0/text	sha256:917cf121ae1967219ede6303b23f19e2ce87c661641c24c23338973bbcd1c12c	The Stirling Dynamo uses burnable items to produce RF.	Стирлинг генератор использует горючие предметы для производства RF-энергии.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	75		
patchouli-json:thermal:guidebook:entries/technology/dynamos/stirling.json:/pages/1/title	sha256:883d02d3e7c6fa490a173d1b9d2ea3bcf43f69d5d48cb49ba2234ddbdb49161e	Stirling Dynamo	Стирлинг генератор	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	18		
patchouli-json:thermal:guidebook:entries/technology/dynamos/stirling.json:/pages/2/text	sha256:b53fd61f58ba3be9c6b5f33bf6671caf893d34edef69fe53ccb5aef46d5964d7	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Auxiliary Reaction Chamber$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Multi-cycle Injectors$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/dynamo_output)Вспомогательная реакционная камера$(/l)$(li)$(l:thermal:technology/augments/dynamo_fuel)Многоцикловые форсунки$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	79		
patchouli-json:thermal:guidebook:entries/technology/dynamos/stirling.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/lock.json:/name	sha256:2447fcfec88c61fde189804de5565193db23340e7300de566494d2c5a86f5350	Signalum Security Lock	Сигналовый замок	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	16		
patchouli-json:thermal:guidebook:entries/technology/lock.json:/pages/0/text	sha256:5a07dfac427ce67acf29f0d7916db12970d9bf46ec0c75d3f868f9b41e2d8cab	Used to enable the security panel on your various machines, dynamos, and items. Make your stuff yours!	Используется для включения панели безопасности на ваших различных механизмах, генераторах и предметах. Сделайте свои вещи своими!	CHANGE	Открывает панель безопасности у механизмов, генераторов и предметов. Пусть ваше имущество остаётся вашим!	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	129	105	0.814
patchouli-json:thermal:guidebook:entries/technology/lock.json:/pages/1/title	sha256:2447fcfec88c61fde189804de5565193db23340e7300de566494d2c5a86f5350	Signalum Security Lock	Сигналовый замок	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	16		
patchouli-json:thermal:guidebook:entries/technology/machines/bottler.json:/name	sha256:c0cca346895c4b5cee956e1bf48d5947d144d641e5e852e53181e0bcd82fc028	Fluid Encapsulator	Жидкостный наполнитель	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	22		
patchouli-json:thermal:guidebook:entries/technology/machines/bottler.json:/pages/0/text	sha256:9e7c125a401c0443a59bb7c37a0a447b5dd521accbb7a8cb4882f3b3ed5521bf	The Fluid Encapsulator is a machine that fills items that hold fluids, such as buckets and bottles. Can be used to automatically fill bottles with $(l:thermal:technology/potion_fluid)potion fluid$(/l) from the $(l:thermal:technology/machines/brewer)Alchemical Imbuer$(/l).	Жидкостный наполнитель - это механизм, который заполняет контейнеры жидкостью, например вёдра или бутылочки. Может использоваться для автоматического заполнения бутылочек $(l:thermal:technology/potion_fluid)жидким зельем$(/l) из $(l:thermal:technology/machines/brewer)алхимической зельеварки$(/l).	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	212		
patchouli-json:thermal:guidebook:entries/technology/machines/bottler.json:/pages/1/title	sha256:c0cca346895c4b5cee956e1bf48d5947d144d641e5e852e53181e0bcd82fc028	Fluid Encapsulator	Жидкостный наполнитель	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	22		
patchouli-json:thermal:guidebook:entries/technology/machines/bottler.json:/pages/2/text	sha256:af2198251088e8cf20e4d555b2f55e6225c7f5b7f4614a9089cabab2404b6d99	$(li)$(l:thermal:technology/augments/integral_components)Integral Components$(/l)$(li)$(l:thermal:technology/augments/item_filter)Item Filter$(/l)$(li)$(l:thermal:technology/augments/xp_storage)Knowledge Concentrator$(/l)$(li)$(l:thermal:technology/augments/rf_coil)Expanded RF Coil$(/l)$(li)$(l:thermal:technology/augments/rf_coil_storage)Stabilized RF Coil$(/l)$(li)$(l:thermal:technology/augments/rf_coil_xfer)High-Flux RF Coil$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Expanded Tank Construction$(/l)$(li)$(l:thermal:technology/augments/machine_speed)Flux Linkage Amplifier$(/l)$(li)$(l:thermal:technology/augments/machine_efficiency)Flux Efficiency$(/l)	$(li)$(l:thermal:technology/augments/integral_components)Интегральные компоненты$(/l)$(li)$(l:thermal:technology/augments/item_filter)Предметный фильтр$(/l)$(li)$(l:thermal:technology/augments/xp_storage)Концентратор знаний$(/l)$(li)$(l:thermal:technology/augments/rf_coil)Расширенная RF катушка$(/l)$(li)$(l:thermal:technology/augments/rf_coil_storage)Стабилизированная RF катушка$(/l)$(li)$(l:thermal:technology/augments/rf_coil_xfer)Многопоточная RF катушка$(/l)$(li)$(l:thermal:technology/augments/fluid_tank)Расширенная конструкция резервуара$(/l)$(li)$(l:thermal:technology/augments/machine_speed)Усилитель магнитной связи$(/l)$(li)$(l:thermal:technology/augments/machine_efficiency)Потоковая эффективность$(/l)	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	215		
patchouli-json:thermal:guidebook:entries/technology/machines/bottler.json:/pages/2/title	sha256:dc3bece9b3ee08c20dc11957f9389c1c933c3d1f57867bd7c7cde6bb2e446d42	Augment Compatibility	Улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/technology/machines/brewer.json:/name	sha256:25b32559c1da9fad56504f8219c210eb26b3826eacb2c0091f48b570f0a1f896	Alchemical Imbuer	Алхимическая зельеварка	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	23		
