id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-lang:botania:botania.page.elvenLore6	sha256:702e4dd3652105542497d73cfe7c748f841d5f5249aa193dbf244d995704284a	Our Sylph emissary to Asgard, Allewyn, witnessed the beginning of it all: Thor turning Mjölnir upon the Bifrost, shattering it. Her command to evacuate our entire Midgardian population saved thousands of lives. Although she seemed outwardly unharmed as she arrived on the crest of a wave of crumbling Bifrost to warn us, the toll of the journey caused her to pass away shortly after.	Наш сильфийский посол в Асгард, Аллевин, стала свидетельницей начала всего: Тор, использовав Мьёльнир на Бифросте, разрушил его. Её приказ об эвакуации всего населения Мидгарда, нашего дома, спас тысячи жизней. Несмотря на то, что она прибыла к нам на гребне волны, обрушившей Бифрост, и казалась внешне невредимой, тяжесть путешествия вскоре привела к её смерти.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	363		
patchouli-lang:botania:botania.page.elvenLore7	sha256:2cb80d4d69ae1c5016b3f4c0ba1f00a17c5ea1ac7f9a6b61a1716ff0f5ba90bc	What concerns us now is the state of Midgard. As the Bifrost can no longer give us access to that world, we cannot observe it directly. However, the Mana left behind as we fled surely has brought about new life, as it always does. Whether it be animal, floral, or fungal, and whether it be natural or magical in nature, we hope that life will be intelligent enough to harness what we left behind.	Сейчас нас беспокоит состояние Мидгарда. Поскольку Бифрост больше не соединяет нас с этим миром, мы не можем наблюдать его напрямую. Однако мана, оставшаяся после нашего бегства, несомненно родила новую жизнь, как это всегда и происходит. Будь то животная, растительная или грибная жизнь, естественная или магическая, мы надеемся, что эта жизнь окажется достаточно развитой, чтобы с умом использовать наше наследие.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	415		
patchouli-lang:botania:botania.page.enderAir0	sha256:3678832e95369ff60dd07f4535522c68bec7eb5de0031d057e1d1e67988db401	The air present in the void of the $(thing)End$(0) seems to have mutative properties. Right-clicking with an empty $(item)Glass Bottle$(0) while in the $(thing)End$(0) will capture some of that air, which can then later be tossed like a splash potion, turning nearby $(item)Stone$(0) at the landing point into $(item)End Stone$(0). $(p)$(item)Dispensers$(0) can also capture this air, if nothing is blocking the area above the output.	Воздух $(thing)Энда$(0), кажется, обладает некоторыми мутационными свойствами. Нажатие [$(k:use)] с пустой $(item)бутылочкой$(0) в $(thing)Энде$(0), наберёт воздух в $(item)пузырёк$(0). $(item)Пузырёк с воздухом Энда$(0) можно метнуть, причём вытекший воздух из разбитого пузырька может превратить $(item)камень$(0) в $(item)эндерняк$(0).$(p)$(item)Раздатчики$(0) тоже могут наполнять $(item)бутылочки$(0), если ничто не блокирует сопло раздатчика.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	335		
patchouli-lang:botania:botania.page.enderAir1	sha256:f491decb712dd859af58f7ecbdab5a4cae7996b923254ef0f6a328c3c62cc23a	"It's been ""experimentally"" determined that the gases of the $(thing)End$(0) void, when mixed with plain $(thing)Overworld$(0) air, are quite toxic to certain $(thing)Nether$(0) mobs such as the $(thing)Ghast$(0).$(p)While the amount stored in an $(item)Ender Air Bottle$(0) is much too small to deal any real damage, it's certainly effective as an irritant.$(p)Especially if it manages to get in the eyes."	Экспериментально было установлено, что газы пустоты $(thing)Энда$(0), смешанные с воздухом $(thing)верхнего мира$(0), весьма токсичны для некоторых существ из $(thing)Незера$(0), например $(thing)гаста$(0).$(p)Хотя количество, хранящееся в $(item)пузырьке с воздухом Энда$(0), слишком мало, чтобы нанести серьёзный урон, воздух определённо эффективен в качестве раздражителя.$(p)Не используйте на свои камни в почках.	CHANGE	«Опыты» показали, что газы пустоты $(thing)Энда$(0), смешанные с обычным воздухом $(thing)Верхнего мира$(0), довольно ядовиты для некоторых существ $(thing)Незера$(0), например для $(thing)Гаста$(0).$(p)В $(item)Пузырьке с воздухом Энда$(0) слишком мало газа, чтобы причинить настоящий вред, но как раздражитель он весьма действенен.$(p)Особенно если попадёт в глаза.	Уточнено по английскому источнику и упрощено для игрового текста.	350	300	0.857
patchouli-lang:botania:botania.page.enderDagger0	sha256:68f8ebc3478d26f736048774b4851d27c300ca2cb4059dd6f5a72916818b368b	Those $(thing)Endermen$(0). They're the peskiest things since $(thing)Creepers$(0). (I swear, whoever came up with those things really needs to take it down a $(o)notch$().)$(p)However, a dagger crafted from a material with their energies can tear through them like a thousand-degree knife through butter.	Ох уж эти $(thing)эндермены$(0)… Для меня они вторые по «бесячести» сразу после $(thing)криперов$(0). Клянусь, что человек, который подсказал $(o)Нотчу$(0) их создать, был в стельку.$(p)Тем не менее, влив в стандартный кинжал немного энергии, можно создать $(item)бесплотный резчик$(0), который даже $(item)эндермена$(0) заставит плакать.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	280		
patchouli-lang:botania:botania.page.enderDagger1	sha256:c8e1a4c2647b5c975b9b37c992cf4ca2603e62f1bb36796cfc0d56b828b240dc	Due to the concentration of energy, though, the dagger's only good for a few kills, and its compactness prevents the $(item)Manasteel$(0) in its recipe from healing with $(thing)Mana$(0), the way typical tools would. Still, killing those elongated thieves is worth the trouble.	Из-за критической концентрации энергии, прочности кинжала хватит только на несколько убийств, а из-за его размеров $(item)манасталь$(0) в структуре не может впитать $(thing)ману$(0), чтобы восстановить повреждения, как это делают обычные манастальные инструменты.$(p)Но с этим можно смириться, только избавиться бы от этих гадов.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	302		
patchouli-lang:botania:botania.page.enderDagger2	sha256:a2fada9528f506512c0026556c078876abc4ee1b2ac29fcdcecb80f6561f6e31	Strike my Soul	$(o)Секретная слабость: после удара надо бегать от страшной дылды по лесу, собирая детские рисунки$()	CHANGE	Пронзи мою душу.	Сокращено и приведено к естественной игровой формулировке по английскому источнику.	94	16	0.170
patchouli-lang:botania:botania.page.enderEyeBlock0	sha256:80207a27ddccbdcad66dbcac467131aeb2d6a8f1d1ffcf0656c5213005373fbe	The eyes of $(thing)Ender$(0) creatures have a peculiar sensitivity to the gaze of certain beings. A block crafted from said eyes will output a redstone signal if a player within a 64 block radius looks directly at it.$(p)Of course, said player donning a $(item)Pumpkin$(0) will prevent the block from triggering.	Глаза $(thing)эндерменов$(0) имеют уникальную чувствительность к слежке. $(item)Эндер-наблюдатель$(0) использует эту способность: он подаёт $(thing)редстоун-сигнал$(0), если игрок находящийся в пределах 64 блоков, посмотрит прямо на него.$(p)Надетая на голову $(item)тыква$(0) нейтрализует этот эффект.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	252		
patchouli-lang:botania:botania.page.enderEyeBlock1	sha256:bdf3c9907bdccdf670f7e0531ee53279848e6a61f012c930c922671f6720b641	MY BRAND	$(o)Не подглядывай$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	14		
patchouli-lang:botania:botania.page.enderHand0	sha256:516a370962aae1d450844f746d333e59c631c2f109f93be981ace43818a028ec	The $(item)Hand of Ender$(0) allows its user to access their interdimensional Ender subspace pocket; in other words, their $(item)Ender Chest$(0) inventory. Said inventory can be opened with some $(thing)Mana$(0) by right-clicking with the Hand, no matter the place.$(p)Using the hand on another player will use substantially more $(thing)Mana$(0), but will open $(o)their$() inventory instead.	$(item)Эндер-рука$(0) открывает путь к силовым полям эндер-меж-подпространства (ну и название), другими словами, даёт доступ к инвентарю $(item)эндер-сундука$(0). Просто взяв $(item)руку$(0) и нажав [$(k:use)] можно открыть этот самый инвентарь эндер-сундука откуда угодно, при чём потратится совсем немного $(thing)маны$(0).$(p)Использование $(item)эндер-руки$(0) на другого игрока, откроет его инвентарь вместо вашего, но $(thing)маны$(0) потребуется гораздо больше.	CHANGE	$(item)Рука Края$(0) открывает владельцу межпространственный карман Энда, то есть инвентарь его $(item)Эндер-сундука$(0). Нажмите ПКМ с рукой где угодно, потратив немного $(thing)Маны$(0), чтобы открыть этот инвентарь.$(p)Применение руки к другому игроку расходует гораздо больше $(thing)Маны$(0), зато открывает $(o)его$() инвентарь.	Уточнено по английскому источнику и упрощено для игрового текста.	388	277	0.714
patchouli-lang:botania:botania.page.enderHand1	sha256:b5c845eedb5036534aaabf0251ee29ec9791378bde3a40ccde6e430c4b8077e3	It's like the 5G of Ender Chests	$(o)Это как 5G, но для эндер-сундуков$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	33		
patchouli-lang:botania:botania.page.enderHand2	sha256:f7c6a88715724d19ba8be2b1da26bf5396a424ff3b4a37c59e258a5943320f12	Furthermore, a $(item)Hand of Ender$(0) automatically provides the $(l:tools/exchange_rod)$(item)Rod of the Shifting Crust$(0)$(/l) access to its user's $(item)Ender Chest$(0)'s contents, for a small $(thing)Mana$(0) cost per block.	К тому же, с небольшой затратой $(thing)маны$(0) за блок, $(l:tools/exchange_rod)скипетр сдвига коры$(/l) автоматически получает доступ к инвентарю $(item)эндер-сундука$(0) пользователя, если у него есть $(item)эндер-рука$(0).	CHANGE	Кроме того, $(item)Рука Края$(0) автоматически даёт $(l:tools/exchange_rod)$(item)Жезлу Обмена$(0)$(/l) доступ к содержимому $(item)Эндер-сундука$(0) владельца, расходуя немного $(thing)Маны$(0) за каждый блок.	Уточнено по английскому источнику и упрощено для игрового текста.	164	137	0.835
patchouli-lang:botania:botania.page.endoflame0	sha256:bc38cbe1577b426894a0df256c32897d6c5c5e97bbb95fc17c70e3672230fdc4	The $(item)Endoflame$(0) is a very rudimentary $(thing)generating flower$(0); it'll absorb any combustible items or blocks dropped on the nearby vicinity, one at a time, and burn through them to generate a trickle of $(thing)Mana$(0).$(p)The amount of time it takes to burn through an item is roughly half of the time a $(item)Furnace$(0) would.	$(item)Эндопламя$(0) — очень просто $(thing)генерирующий цветок$(0); он по одному сжигает любые выброшенные горючие предметы или блоки, и превращает их в $(thing)ману$(0).$(p)Эндопламя сжигает предметы примерно в два раза быстрее, чем $(item)печь$(0).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	201		
patchouli-lang:botania:botania.page.endoflame1	sha256:797a2672a36c9e33dcde9fb039233657d4504c8eec898c8e79410c844ad5996c	There're a few small caveats though: the $(item)Endoflame$(0) will not burn anything that leave byproducts in $(item)Furnaces$(0) (e.g. $(item)Lava Buckets$(0), which leave $(item)Buckets$(0) behind).$(p)Furthermore, the flower can only burn around two $(item)Block of Coal$(0)s' worth of fuel at once. If any single fuel item with a longer burn time is used, its full efficiency will be lost.	Есть только небольшие примечания: $(item)эндопламя$(0) не сжигает предметы, оставляющие после себя остатки в $(item)печи$(0) (например, как $(item)ведро лавы$(0) оставляет $(item)ведро$(0)).$(p)Потом, цветок может эффективно сжечь только топливо, равноценное 2 $(item)угольным блокам$(0). Если использовать топливо с более длительным горением, то лишнее время бесполезно исчезнет.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	321		
patchouli-lang:botania:botania.page.endoflame2	sha256:be67d31c26800e3de194317c4ff72ccc201499bb1729b3769ab93614aa8a6412	$(o)When arson becomes useful$().	$(o)Предумышленный поджог, за который вознаграждают$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	47		
patchouli-lang:botania:botania.page.endoflame3	sha256:18bf42ddf353cd3fa2289d1bbf1148308749c88fc6caf78a631372368191f4d8	As the $(item)Endoflame$(0) is often a botanist's first foray into proper automatable $(thing)Generating Flora$(0), it shouldn't be run manually forever. As the flower requires dropped items, an $(l:devices/open_crate)$(item)Open Crate$(0)$(/l) (found in the $(thing)Natural Apparatus$(0) section of this book) and some sort of output limiter (a timer or pressure plate) would be ideal for it.	Поскольку $(item)эндопламя$(0) часто является первым опытом ботаника в надлежащей автоматизации $(thing)генерирующей флоры$(0), его нельзя всегда управлять вручную. Поскольку цветок питается выброшенными предметами, для него идеально подходит связка $(l:devices/open_crate)открытого ящика$(0) (из раздела «$(l:devices)Природные приборы$(/l)»), с каким-либо ограничивающим механизмом (таймер или нажимная плита).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	344		
patchouli-lang:botania:botania.page.entropinnyum0	sha256:f0cd8bfe2d301b502b1606090d76251c2c8e2183a4020c0726074258998c9a91	To generate a blast of $(thing)Mana$(0), in fact, a blast might be required. Igniting a block of $(item)TNT$(0) on dry land near an $(item)Entropinnyum$(0) will have the latter absorb all the entropy generated by the blast, converting it into $(thing)Mana$(0) and nullifying any damage in the process. However, to absorb the explosion, the flower must not have any $(thing)Mana$(0) stored in it-- otherwise, explosions as usual.	Для взрывного подъёма $(thing)маны$(0) в действительности может потребоваться что-нибудь взорвать.$(p)$(item)Энтропиннум$(0) поглотит всю энергию взрыва $(item)динамита$(0), только если он взорвался не в воде, при этом не даст $(item)динамиту$(0) нанести урон окружению. Поглощённую энергию, он конвертирует в $(thing)ману$(0). Нужно, чтобы буфер цветка не был заполнен, иначе взрыв не будет поглощён и подорвёт всё окружение.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	365		
patchouli-lang:botania:botania.page.entropinnyum1	sha256:c93e77c4afb139b8836453b3e567c35ef620e7cff852b1a6a60685d00459d856	$(o)Cool guys don't look at explosions$().	$(o)Крутые парни не смотрят на взрывы$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	33		
patchouli-lang:botania:botania.page.entropinnyum2	sha256:9a9418ca0a2a5ba77095dc086518dc122f6b9dac8a4b412a995d185bae6a0d8f	Note that the Entropinnyum has taken a liking to $(o)ethically-sourced$() TNT, produced by natural means. Feeding the flower unethically-sourced (for example, duplicated) TNT will incur a severe efficiency loss.	Важно, что $(item)энтропинниум$(0) предпочитает $(o)этично добытый$() динамит, произведённый обычным путём. Неэтично добытый (например, дюпнутый) динамитом значительно снижает эффективность цветка.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	179		
patchouli-lang:botania:botania.page.exchangeRod0	sha256:ea7f55da61ad71b5f2f63e4cc34265b4c9ff225363501c9ddb60d908fb683eec	The $(item)Rod of the Shifting Crust$(0) is a magical device with the ability to swap blocks in the world at very high speeds. To set up the rod, sneak-right click a block to select it.$(p)After a block is selected, punching any other block in the world with the rod will use $(thing)Mana$(0) to swap it for the selected block (assuming the latter is present in the user's inventory).	$(item)Скипетр сдвига коры$(0) — это мистический инструмент, способный заменять блоки в мире в мгновение ока. Нужно [$(k:sneak)+$(k:use)] по блоку с мире, чтобы выбрать его как блок, на который скипетр будет заменять другие.$(p)Как блок будет выбран, например $(item)дубовые доски$(0), нажатие [$(k:attack)] по любому другому блоку в мире скипетром поменяет его на $(item)дубовые доски$(0) (если доски есть в инвентаре).	CHANGE	$(item)Жезл Обмена$(0) быстро заменяет блоки в мире. Чтобы настроить его, присядьте и нажмите ПКМ по блоку, чтобы выбрать его.$(p)Затем ударьте жезлом по другому блоку: за $(thing)Ману$(0) он заменится выбранным блоком, если тот есть в инвентаре.	Уточнено по английскому источнику и упрощено для игрового текста.	354	219	0.619
patchouli-lang:botania:botania.page.exchangeRod1	sha256:52d64fead81b220073ca40260ee5f82e7a7eb691256dcfc5a863e7ae16ef985b	Right-clicking a block in the world will perform a larger transformation, swapping all highlighted blocks with the selected one. Blocks being placed (obviously) come from the user's inventory, and require $(thing)Mana$(0) for placement. Only proper, full-sized blocks can be used for this swap-- no flowers, torches, or other shenanigans of that sort, though slabs are fine.$(p)Very hard blocks may consume more $(thing)Mana$(0) to be replaced.	Продолжая пример с досками, нажатие [$(k:use)] меняет все блоки в выделенной области на доски. Все замены блоков тратят $(thing)ману$(0) из инвентаря (например, из $(l:mana/mana_tablet)планшета маны$(/l)). Очень твёрдые блоки тратят больше $(thing)маны$(0).$(p)Для обмена можно использовать только полноразмерные блоки (плиты и ступеньки подходят; факелы, цветы, таблички и тому подобное — нет).	CHANGE	Нажатие ПКМ по блоку запускает большую замену: все выделенные блоки заменятся выбранным. Блоки берутся из инвентаря и требуют $(thing)Ману$(0). Подходят только обычные полные блоки: нельзя использовать цветы, факелы и подобное, но плиты можно.$(p)На замену очень твёрдых блоков может уйти больше $(thing)Маны$(0).	Уточнено по английскому источнику и упрощено для игрового текста.	333	285	0.856
patchouli-lang:botania:botania.page.exchangeRod2	sha256:10b9428daf9bcc73361496c107a9ba4c7035344b42fb897c09ab70031df0d826	Other rods or devices can supply blocks to the $(item)Rod of the Shifting Crust$(0).$(p)For example, a $(l:tools/dirt_rod)$(item)Rod of the Lands$(0)$(/l) in a user's inventory will provide their $(item)Rod of the Shifting Crust$(0) with an endless supply of $(item)Dirt$(0) (assuming sufficient $(thing)Mana$(0) to conjure each dirt block, of course).$(p)If replacing a cubical area is not desired, using the $(l:tools/temperance_stone)$(item)Stone of Temperance$(0)$(/l) can reduce it to a plane of blocks.	Некоторые скипетры и устройства могут быть использованы в связке со $(item)скипетром сдвига коры$(0). Далее написаны лишь примеры, а не все возможные устройства.$(p)Так, наличие $(l:tools/dirt_rod)скипетра лугов$(0) в инвентаре обеспечивает $(item)скипетр сдвига коры$(0) бесконечным запасом блоков $(item)земли$(0) (но при этом, $(item)мана$(0) всё равно будет тратится). $(l:tools/temperance_stone)Камень сдержанности$(/l), в свою очередь, ограничивает замену скипетром скопления блоков до плоскости толщиной в один блок.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	420		
patchouli-lang:botania:botania.page.exchangeRod3	sha256:e1521a0346ae132f5027191db4dcfc6c7b6c02b8024dfeb2039ea4b83b4331cd	Bootlegged equal trade	$(o)Мы одни из вас, вы одни из нас$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	30		
patchouli-lang:botania:botania.page.exoflame0	sha256:535ed655df4e456103e429f4c685ce755053707ddabceb314dd80b375292ec08	Conversely to its $(thing)Generating$(0) counterpart, the $(item)Exoflame$(0) uses $(thing)Mana$(0) to generate heat.$(p)Any $(item)Furnaces$(0) near an active $(item)Exoflame$(0) are fueled and given a speed boost.	В отличие от своего генерирующего брата — $(l:generating_flowers/endoflame)эндопламени$(0) — $(item)экзопламя$(0) использует $(thing)ману$(0) для генерации тепла, а не наоборот. $(p)Любые $(item)печи$(0), находящиеся рядом с $(item)экзопламенем$(0), будут заправлены магическим топливом и получат бонус к эффективности.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	233		
patchouli-lang:botania:botania.page.exoflame1	sha256:721b90ebbb743ad828d45d596eca93c31fa1a3465180a90e1e30b6710cf8db2b	$(o)But we should be going nowhere fast$().	$(o)И зажигать пьяные звёзды$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	24		
patchouli-lang:botania:botania.page.fIntro0	sha256:fa716d5b225168924936973acf729f5c0d0f2e6ab7ebc2475fcc9d0fed3a900f	There are myriad uses for the $(thing)Mana$(0) a botanist generates, notably as the fuel for an assortment of $(thing)Functional Flora$(0).$(p)These flowers will drain $(thing)Mana$(0) from a nearby $(l:mana/pool)$(item)Mana Pool$(0)$(/l) into themselves to perform their respective functions.$(p)Note that flowers can't receive power directly through $(l:mana/spreader)$(item)Mana Spreaders$(0)$(/l).	У $(thing)маны$(0), собранной ботаником, есть мириады применений. Одно из основных — питание $(thing)функциональных цветов$(0).$(p)Такие цветы всасывают $(thing)ману$(0) из ближайших $(l:mana/pool)бассейнов маны$(/l), чтобы выполнить свою функцию.$(p)Стоит отметить, что они не могут получать энергию непосредственно через $(l:mana/spreader)распространители маны$(/l).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	282		
patchouli-lang:botania:botania.page.fIntro1	sha256:5b14b28d12b2cbeacdd31f9ba6944fe0b752caf4e72baffd8a043a5e2b94e608	All $(thing)Functional Flora$(0), just like $(thing)Generating Flora$(0), contain a small buffer of $(thing)Mana$(0).	Вся $(thing)функциональная флора$(0), также как и $(thing)генерирующая флора$(0), имеет собственный небольшой буфер $(thing)маны$(0).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	97		
patchouli-lang:botania:botania.page.fIntro2	sha256:d8bad0cca25416f2359c40c414fc70fce9f83b5ca467f2807e362e461487bfc4	Flowers bind to only one $(l:mana/pool)$(item)Mana Pool$(0)$(/l) at a time. When placed, they'll bind to the nearest pool (or the closest placed afterward, if none were in range), and should be re-bound with a wand in $(thing)Bind Mode$(0).	Цветы привязываются только к одному $(l:mana/pool)бассейну маны$(/l), из которого они впервые зачерпнули $(thing)ману$(0). Обычно это или $(thing)ближайший бассейн$(0), который стоял, когда цветок только поставили, или $(thing)первый бассейн$(0), который поставили около цветка, если до этого не было.$(p)Сменить привязку цветка можно $(l:basics/wand)жезлом леса$(/l) в $(thing)режиме привязки$(0).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	306		
patchouli-lang:botania:botania.page.fIntro3	sha256:074f860eb0bebcd4dfaea7c2a2a240e9e1b5f7af4c8316fc000aedb3652c835a	Additionally, some functional flowers use a $(item)Redstone Root$(0) in their creation. These flowers' effects can be toggled with redstone signals.	Некоторые функциональные цветы используют $(item)редстоуновый корень$(0) в рецепте изготовления. Эффекты таких цветов переключаются редстоун-сигналом.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	139		
patchouli-lang:botania:botania.page.fIntro4	sha256:20498fd6567f8e779dae10feec64ed299210be5f52294df10a296ebc4561cad1	$(item)Redstone Root$(0) for Redstone Control	$(item)Редстоуновый корень$(0) для контроля цветов редстоун-сигналами	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	58		
patchouli-lang:botania:botania.page.fallenKanade0	sha256:bddd70a1a13c173fe75f7f171dc3650144f555804447518e5f34c58a5091187a	The $(item)Fallen Kanade$(0) is a flower with angelic properties; it creates an aura of healing from $(thing)Mana$(0) to apply a regeneration effect to any $(thing)players$(0) and $(thing)tamed pets$(0) nearby.	$(item)Павшая Канадэ$(0) — это цветок с ангельскими свойствами: из $(thing)маны$(0), он создаёт ауру регенерации вокруг себя, лечащую только $(thing)ботаников$(0) и их $(thing)питомцев$(0).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	142		
patchouli-lang:botania:botania.page.fallenKanade1	sha256:aa54ef30b9e544ff70a4df7ca02647c2d08192c27654a7226cf62b39b891fe45	$(o)Hand Sonic, version four$().	$(o)Звуковой меч, версия 4$()	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	22		
patchouli-lang:botania:botania.page.felPumpkin0	sha256:9ce91d78b709797e5450b460c7291dfeb82312da77c48e7aa20e729294a35ecb	A $(item)Fel Pumpkin$(0) is a demented infusion of a $(item)Pumpkin$(0) with the fel spirits of slain monsters. This vile pumpkin can be placed atop two $(item)Iron Bars$(0), as one would with snow blocks for a $(thing)Snow Golem$(0), to spawn a $(thing)Blaze$(0).$(p)$(thing)Blazes$(0) thusly spawned are somewhat fragile, and drop a smattering of $(item)Blaze Powder$(0) in place of a $(item)Blaze Rod$(0).	$(item)Осквернённая тыква$(0) — это $(item)тыква$(0), извращённая духами убитых монстров. Эта мерзкая тыква должна быть размещена на двух $(item)железных прутьях$(0) (как если бы создавался $(thing)снежный голем$(0)), чтобы породить $(thing)всполоха$(0). Из хрупких $(thing)всполохов$(0), созданных этим методом, выпадает лишь горстка $(item)огненного порошка$(0) вместо $(item)огненных стержней$(0).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	309		
patchouli-lang:botania:botania.page.felPumpkin1	sha256:1ca54e15b8fc101da3b0874ed8a4fe2b48728b79ef083caf3261ddf8cf2fa168	Spooky scary pumpkin	$(o)Эй, красотка, не занята сегодня$()?	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	32		
patchouli-lang:botania:botania.page.fireChakram0	sha256:449cd48b9ecbcf11b815fe7b1d504f18601c9c027d37247847f7a28a3b3113fd	$(item)Blaze Powder$(0) and $(l:alfhomancy/elf_resources)$(item)Pixie Dust$(0)$(/l), when applied to a $(l:tools/thorn_chakram)$(item)Thorn Chakram$(0)$(/l), turn the already potent weapon into a $(item)Flare Chakram$(0).$(p)The $(item)Flare Chakram$(0) works nearly the same as the original $(l:tools/thorn_chakram)$(item)Thorn Chakram$(0)$(/l), except it sets mobs on fire too. After all, you can't make bacon from just vegetable matter, can you?	$(item)Огненный порошок$(0) и $(l:alfhomancy/elf_resources)пыльца феи$(/l) превращают опасный $(l:tools/thorn_chakram)шипастый чакрам$(/l) в огненное оружие. $(item)Пылающий чакрам$(0) ничем не отличается от шипастого, кроме того, что поджигает жертв, а не отравляет. В конце концов, из одних только растений бекон не приготовишь, не так ли?	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	256		
patchouli-lang:botania:botania.page.fireChakram1	sha256:8c6b1eb078d09369c1b308ca17e6306e473060543d2a5a18f817d874b94c6b03	It's pretty lit	$(o)Давай зажжём$()	CHANGE	Ну и жарко	Уточнено по английскому источнику и упрощено для игрового текста.	12	10	0.833
patchouli-lang:botania:botania.page.fireRod0	sha256:984df32ac3c90ec353ee3229dd8e63eddf48046f81635cb93ea92601b4c241e2	The $(item)Rod of the Hells$(0) contains the very essence of fire. When used on the ground, for a moderate $(thing)Mana$(0) cost, it'll summon a circle of fire that will burn anything within.$(p)The ring has a radius of about five blocks, and takes a small amount of time to spin up to full ferocity. Do note that, once ignited, the fire burns anything living in it, its own caster included.	$(item)Скипетр жуткого пекла$(0) несёт в себе эссенцию чистого пламени. За среднее количество $(thing)маны$(0), скипетр вызовет круг пламени.$(p)Радиус круга примерно 5 блоков; распространяется круг не моментально, а постепенно; круг поджигает всё живое внутри, включая самого $(thing)заклинателя$(0).	CHANGE	$(item)Жезл Ада$(0) содержит саму сущность огня. При использовании на земле за умеренную цену $(thing)Маны$(0) он создаёт огненное кольцо, сжигающее всё внутри.$(p)Радиус кольца — около пяти блоков; ему нужно немного времени, чтобы разгореться. Помните: огонь сжигает всё живое внутри, включая самого владельца.	Уточнено по английскому источнику и упрощено для игрового текста.	262	284	1.084
patchouli-lang:botania:botania.page.fireRod1	sha256:b326922d34de7c269dac2540e2533b4db8f010a600d4298a8e394ef9daeadd98	Through the fire and the flames	$(o)Немного огня тебя может спасти в блеске обмана$()…	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	47		
patchouli-lang:botania:botania.page.fireRod2	sha256:e97bce220c3a2589cbc1ba54b1b29e6f79a1f1f28aed451cd5429021a000fcec	This rod can be given to a $(l:devices/avatar)$(item)Livingwood Avatar$(0)$(/l). An avatar holding one will continually use its own $(thing)Mana$(0) to maintain a ring of flame around itself.	Этот скипетр может быть дан $(l:devices/avatar)жизнедеревянному идолу$(/l).Используя свой запас $(thing)маны$(0), идол с этим скипетром поддерживает кольцо пламени вокруг себя.$(p)Любых идолов можно отключить подачей редстоун-сигнала.	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	194		
patchouli-lang:botania:botania.page.flasks0	sha256:60396e2fd512d38d9799aaef04220f90839fb4c3f06ccc6f3f53df4a03e67858	$(l:alfhomancy/elf_resources)$(item)Alfglass$(0)$(/l) seems to be a more malleable material than the typical $(l:mana/pool)$(item)Managlass$(0)$(/l) used for $(item)Vials$(0). A $(item)Flask$(0) fashioned from $(l:alfhomancy/elf_resources)$(item)Alfglass$(0)$(/l) seems to be the typical Elven container for $(thing)Brews$(0), holding six doses over the four a $(item)Vial$(0) does.	$(l:alfhomancy/elf_resources)Эльфийское стекло$(/l) кажется более податливым, чем типичное $(l:mana/pool)манастекло$(/l), используемое для $(item)флаконов$(0). $(item)Фляга$(0), сделанная из $(l:alfhomancy/elf_resources)эльфийского стекла$(/l), является обыкновенной ёмкостью эльфов для хранения $(thing)отваров$(0) и может хранить до 6 доз одного отвара, а не 4, как $(item)флаконы$(0).	PASS		Текст естественно читается, сохраняет смысл английского источника и игровые маркеры.	255		
